frame.number,frame.time_epoch,tcp.analysis.ack_rtt,ip.src,ip.dst
"5274","1757509825.604562000","0.020842000","52.108.54.3","196.42.104.243"
"5277","1757509825.604756000","0.000194000","196.42.104.243","52.108.54.3"
"5312","1757509826.979561000","0.001530000","196.24.45.75","196.42.104.243"
"5313","1757509826.979634000","0.000073000","196.42.104.243","196.24.45.75"
"5315","1757509826.981872000","0.004699000","196.24.45.81","196.42.104.243"
"5317","1757509826.982089000","0.000216000","196.42.104.243","196.24.45.81"
"5321","1757509826.988310000","0.000064000","196.42.104.243","196.24.45.81"
"5324","1757509826.988449000","0.000203000","196.42.104.243","196.24.45.81"
"5325","1757509826.988635000","0.000192000","196.42.104.243","196.24.45.81"
"5328","1757509826.994094000","0.000066000","196.42.104.243","196.24.45.81"
"5329","1757509826.994195000","0.000167000","196.42.104.243","196.24.45.81"
"5332","1757509827.000271000","0.019173000","196.24.45.75","196.42.104.243"
"5335","1757509827.000373000","0.000081000","196.42.104.243","196.24.45.81"
"5336","1757509827.000405000","0.000134000","196.42.104.243","196.24.45.75"
"5340","1757509827.002811000","0.002232000","196.42.104.243","196.24.45.81"
"5341","1757509827.003727000","0.001511000","196.24.45.75","196.42.104.243"
"5346","1757509827.045061000","0.040321000","196.42.104.243","196.24.45.75"
"5349","1757509827.541146000","0.019627000","35.186.224.41","196.42.104.243"
"5359","1757509827.740183000","0.000102000","196.42.104.243","35.186.224.41"
"5374","1757509828.354479000","0.000270000","196.42.104.243","104.18.39.21"
"5375","1757509828.355995000","0.001516000","104.18.39.21","196.42.104.243"
"5382","1757509828.764295000","0.000326000","196.42.104.243","104.18.39.21"
"5383","1757509828.765949000","0.001654000","104.18.39.21","196.42.104.243"
"5404","1757509829.386120000","0.000039000","196.42.104.243","35.186.224.41"
"5405","1757509829.386144000","0.000063000","196.42.104.243","35.186.224.41"
"5406","1757509829.386150000","0.000069000","196.42.104.243","35.186.224.41"
"5407","1757509829.386155000","0.000074000","196.42.104.243","35.186.224.41"
"5408","1757509829.386160000","0.000079000","196.42.104.243","35.186.224.41"
"5409","1757509829.386166000","0.000085000","196.42.104.243","35.186.224.41"
"5416","1757509829.386203000","0.000011000","196.42.104.243","35.186.224.41"
"5417","1757509829.386209000","0.000017000","196.42.104.243","35.186.224.41"
"5418","1757509829.386224000","0.000032000","196.42.104.243","35.186.224.41"
"5419","1757509829.386230000","0.000038000","196.42.104.243","35.186.224.41"
"5420","1757509829.386235000","0.000043000","196.42.104.243","35.186.224.41"
"5421","1757509829.386241000","0.000049000","196.42.104.243","35.186.224.41"
"5427","1757509829.386266000","0.000009000","196.42.104.243","35.186.224.41"
"5429","1757509829.386272000","0.000015000","196.42.104.243","35.186.224.41"
"5430","1757509829.386282000","0.000025000","196.42.104.243","35.186.224.41"
"5431","1757509829.386287000","0.000030000","196.42.104.243","35.186.224.41"
"5433","1757509829.386680000","0.000423000","196.42.104.243","35.186.224.41"
"5435","1757509829.391337000","0.000122000","196.42.104.243","52.108.54.3"
"5440","1757509829.435041000","0.041142000","196.42.104.243","52.108.54.3"
"5452","1757509829.559893000","0.019191000","52.108.9.12","196.42.104.243"
"5453","1757509829.559894000","0.019155000","52.108.9.12","196.42.104.243"
"5455","1757509829.787948000","0.000050000","196.42.104.243","52.108.9.12"
"5465","1757509829.924981000","0.000181000","196.42.104.243","104.18.39.21"
"5466","1757509829.926610000","0.001629000","104.18.39.21","196.42.104.243"
"5490","1757509830.975783000","0.403867000","52.108.36.35","196.42.104.243"
"5491","1757509830.975783000","0.401931000","52.108.36.35","196.42.104.243"
"5492","1757509830.975825000","0.000042000","196.42.104.243","52.108.36.35"
"5503","1757509831.426281000","0.000061000","196.42.104.243","52.108.54.3"
"5522","1757509831.593397000","0.017614000","52.108.9.12","196.42.104.243"
"5524","1757509831.594383000","0.017638000","52.108.9.12","196.42.104.243"
"5527","1757509831.631419000","0.000031000","196.42.104.243","52.108.9.12"
"5528","1757509831.631432000","0.000044000","196.42.104.243","52.108.9.12"
"5541","1757509831.913035000","0.336983000","52.108.36.35","196.42.104.243"
"5542","1757509831.913035000","0.335986000","52.108.36.35","196.42.104.243"
"5543","1757509831.913159000","0.000124000","196.42.104.243","52.108.36.35"
"5549","1757509832.201329000","0.002795000","196.24.45.75","196.42.104.243"
"5550","1757509832.201330000","0.002750000","196.24.45.75","196.42.104.243"
"5557","1757509832.246398000","0.000073000","196.42.104.243","52.108.36.35"
"5587","1757509833.269348000","0.000154000","196.42.104.243","104.18.39.21"
"5588","1757509833.271998000","0.002650000","104.18.39.21","196.42.104.243"
"5696","1757509836.989647000","0.001327000","196.24.45.75","196.42.104.243"
"5697","1757509836.989686000","0.000039000","196.42.104.243","196.24.45.75"
"5699","1757509836.991894000","0.004124000","196.24.45.81","196.42.104.243"
"5700","1757509836.992054000","0.000160000","196.42.104.243","196.24.45.81"
"5706","1757509836.998123000","0.000032000","196.42.104.243","196.24.45.81"
"5709","1757509837.003529000","0.013172000","196.24.45.75","196.42.104.243"
"5711","1757509837.003622000","0.000025000","196.42.104.243","196.24.45.81"
"5713","1757509837.003682000","0.000029000","196.42.104.243","196.24.45.81"
"5715","1757509837.010643000","0.000058000","196.42.104.243","196.24.45.81"
"5717","1757509837.010753000","0.000076000","196.42.104.243","196.24.45.81"
"5719","1757509837.011954000","0.000019000","196.42.104.243","196.24.45.81"
"5722","1757509837.012023000","0.000031000","196.42.104.243","196.24.45.75"
"5724","1757509837.014359000","0.001520000","196.24.45.75","196.42.104.243"
"5726","1757509837.054996000","0.040637000","196.42.104.243","196.24.45.75"
"5839","1757509842.015980000","0.001145000","196.24.45.75","196.42.104.243"
"5840","1757509842.017837000","0.002884000","196.24.45.75","196.42.104.243"
"5879","1757509842.918500000","0.306575000","52.108.36.35","196.42.104.243"
"5880","1757509842.921086000","0.308253000","52.108.36.35","196.42.104.243"
"5884","1757509842.986270000","0.000097000","196.42.104.243","52.108.36.35"
"5945","1757509845.453657000","0.000101000","196.42.104.243","52.108.54.3"
"5946","1757509845.453706000","0.000149000","196.42.104.243","52.108.54.3"
"5947","1757509845.453724000","0.000167000","196.42.104.243","52.108.54.3"
"5955","1757509845.633468000","0.018853000","52.108.54.3","196.42.104.243"
"5958","1757509845.683458000","0.067248000","52.108.54.3","196.42.104.243"
"5960","1757509845.882874000","0.003517000","162.159.135.234","196.42.104.243"
"5973","1757509846.170192000","0.000038000","196.42.104.243","162.159.135.234"
"5990","1757509846.962777000","0.001449000","196.24.45.75","196.42.104.243"
"5991","1757509846.962874000","0.000097000","196.42.104.243","196.24.45.75"
"5993","1757509846.964284000","0.003792000","196.24.45.81","196.42.104.243"
"5996","1757509846.968805000","0.000078000","196.42.104.243","196.24.45.81"
"6000","1757509846.974323000","0.000114000","196.42.104.243","196.24.45.81"
"6002","1757509846.974491000","0.000281000","196.42.104.243","196.24.45.81"
"6003","1757509846.974572000","0.000120000","196.42.104.243","196.24.45.81"
"6004","1757509846.980166000","0.016061000","196.24.45.75","196.42.104.243"
"6006","1757509846.980329000","0.000077000","196.42.104.243","196.24.45.81"
"6008","1757509846.980570000","0.000053000","196.42.104.243","196.24.45.81"
"6011","1757509846.984220000","0.000065000","196.42.104.243","196.24.45.75"
"6013","1757509846.984319000","0.000059000","196.42.104.243","196.24.45.81"
"6015","1757509846.986412000","0.001229000","196.24.45.75","196.42.104.243"
"6018","1757509847.028007000","0.041110000","196.42.104.243","196.24.45.75"
"6032","1757509847.398833000","0.000089000","196.42.104.243","52.108.54.3"
"6052","1757509847.654470000","0.018552000","52.108.9.12","196.42.104.243"
"6054","1757509847.655074000","0.017449000","52.108.9.12","196.42.104.243"
"6057","1757509847.676640000","0.000023000","196.42.104.243","52.108.9.12"
"6058","1757509847.676654000","0.000036000","196.42.104.243","52.108.9.12"
"6066","1757509847.950354000","0.311787000","52.108.36.35","196.42.104.243"
"6067","1757509847.950383000","0.000029000","196.42.104.243","52.108.36.35"
"6071","1757509847.978763000","0.017944000","35.186.224.26","196.42.104.243"
"6073","1757509848.018902000","0.040138000","196.42.104.243","35.186.224.26"
"6079","1757509848.320431000","0.368233000","52.108.36.35","196.42.104.243"
"6082","1757509848.320431000","0.367648000","52.108.36.35","196.42.104.243"
"6085","1757509848.320829000","0.000399000","196.42.104.243","104.18.39.21"
"6086","1757509848.322415000","0.001586000","104.18.39.21","196.42.104.243"
"6087","1757509848.360865000","0.040434000","196.42.104.243","52.108.36.35"
"6096","1757509848.730305000","0.000416000","196.42.104.243","104.18.39.21"
"6097","1757509848.732027000","0.001722000","104.18.39.21","196.42.104.243"
"6121","1757509849.934982000","0.000170000","196.42.104.243","104.18.39.21"
"6122","1757509849.936331000","0.001349000","104.18.39.21","196.42.104.243"
"6124","1757509849.952136000","0.307890000","52.108.36.35","196.42.104.243"
"6125","1757509849.952612000","0.306337000","52.108.36.35","196.42.104.243"
"6127","1757509849.956662000","0.000035000","196.42.104.243","52.108.36.35"
"6170","1757509852.027874000","0.001092000","196.24.45.75","196.42.104.243"
"6171","1757509852.027979000","0.001158000","196.24.45.75","196.42.104.243"
"6191","1757509852.669003000","0.018109000","52.108.9.12","196.42.104.243"
"6193","1757509852.669447000","0.017320000","52.108.9.12","196.42.104.243"
"6196","1757509852.694740000","0.000022000","196.42.104.243","52.108.9.12"
"6197","1757509852.694751000","0.000033000","196.42.104.243","52.108.9.12"
"6208","1757509852.958933000","0.309170000","52.108.36.35","196.42.104.243"
"6209","1757509852.959022000","0.000089000","196.42.104.243","52.108.36.35"
"6216","1757509853.336857000","0.375241000","52.108.36.35","196.42.104.243"
"6217","1757509853.336857000","0.374635000","52.108.36.35","196.42.104.243"
"6218","1757509853.337455000","0.000600000","196.42.104.243","104.18.39.21"
"6219","1757509853.339468000","0.002013000","104.18.39.21","196.42.104.243"
"6220","1757509853.377915000","0.041058000","196.42.104.243","52.108.36.35"
"6225","1757509853.542370000","0.000105000","196.42.104.243","34.107.243.93"
"6227","1757509853.560108000","0.017413000","34.107.243.93","196.42.104.243"
"6240","1757509853.997674000","0.340519000","52.108.36.35","196.42.104.243"
"6242","1757509853.997711000","0.000037000","196.42.104.243","52.108.36.35"
"6311","1757509856.575628000","0.018979000","52.108.9.12","196.42.104.243"
"6312","1757509856.575628000","0.018948000","52.108.9.12","196.42.104.243"
"6316","1757509856.818605000","0.000057000","196.42.104.243","52.108.9.12"
"6320","1757509856.823591000","0.001404000","196.24.45.75","196.42.104.243"
"6321","1757509856.823641000","0.000050000","196.42.104.243","196.24.45.75"
"6323","1757509856.825111000","0.003483000","196.24.45.81","196.42.104.243"
"6324","1757509856.825287000","0.000176000","196.42.104.243","196.24.45.81"
"6328","1757509856.831581000","0.000091000","196.42.104.243","196.24.45.81"
"6330","1757509856.831808000","0.000176000","196.42.104.243","196.24.45.81"
"6333","1757509856.837644000","0.000086000","196.42.104.243","196.24.45.81"
"6334","1757509856.837792000","0.000234000","196.42.104.243","196.24.45.81"
"6337","1757509856.844284000","0.019600000","196.24.45.75","196.42.104.243"
"6342","1757509856.844395000","0.000110000","196.42.104.243","196.24.45.75"
"6343","1757509856.844421000","0.000087000","196.42.104.243","196.24.45.81"
"6345","1757509856.844566000","0.000044000","196.42.104.243","196.24.45.81"
"6347","1757509856.844652000","0.000043000","196.42.104.243","196.24.45.81"
"6349","1757509856.847959000","0.001288000","196.24.45.75","196.42.104.243"
"6351","1757509856.889067000","0.040473000","196.42.104.243","196.24.45.75"
"6369","1757509857.763079000","0.020703000","35.186.224.41","196.42.104.243"
"6372","1757509857.824314000","0.002010000","196.24.45.82","196.42.104.243"
"6373","1757509857.840501000","0.018015000","35.186.224.24","196.42.104.243"
"6381","1757509857.866061000","0.041747000","196.42.104.243","196.24.45.82"
"6382","1757509857.880920000","0.040266000","196.42.104.243","35.186.224.24"
"6384","1757509857.929655000","0.000052000","196.42.104.243","35.186.224.41"
"6400","1757509858.827030000","0.002968000","196.24.45.75","196.42.104.243"
"6401","1757509858.868032000","0.041002000","196.42.104.243","196.24.45.75"
"6419","1757509859.076490000","0.002568000","104.18.39.21","196.42.104.243"
"6420","1757509859.076576000","0.002892000","104.18.32.47","196.42.104.243"
"6422","1757509859.076839000","0.000031000","196.42.104.243","104.18.39.21"
"6424","1757509859.077541000","0.000061000","196.42.104.243","104.18.32.47"
"6467","1757509860.804353000","0.000034000","196.42.104.243","52.108.54.3"
"6468","1757509860.804365000","0.000046000","196.42.104.243","52.108.54.3"
"6469","1757509860.804368000","0.000049000","196.42.104.243","52.108.54.3"
"6477","1757509861.119085000","0.316885000","52.108.36.35","196.42.104.243"
"6479","1757509861.119180000","0.000095000","196.42.104.243","52.108.36.35"
"6492","1757509861.529694000","0.407702000","52.108.36.35","196.42.104.243"
"6493","1757509861.529694000","0.407063000","52.108.36.35","196.42.104.243"
"6495","1757509861.570054000","0.040360000","196.42.104.243","52.108.36.35"
"6512","1757509862.080470000","0.002895000","196.24.45.75","196.42.104.243"
"6513","1757509862.080471000","0.002858000","196.24.45.75","196.42.104.243"
"6518","1757509862.127149000","0.318999000","52.108.36.35","196.42.104.243"
"6520","1757509862.131135000","0.000088000","196.42.104.243","52.108.36.35"
"6538","1757509862.859791000","0.000045000","196.42.104.243","52.108.54.3"
"6657","1757509865.823973000","0.018720000","52.108.54.3","196.42.104.243"
"6669","1757509865.957932000","0.151252000","52.108.54.3","196.42.104.243"
"6698","1757509866.803696000","0.001437000","196.24.45.75","196.42.104.243"
"6699","1757509866.803765000","0.000069000","196.42.104.243","196.24.45.75"
"6701","1757509866.805480000","0.004147000","196.24.45.81","196.42.104.243"
"6704","1757509866.805581000","0.000101000","196.42.104.243","196.24.45.81"
"6706","1757509866.811684000","0.006204000","196.42.104.243","196.24.45.81"
"6708","1757509866.811801000","0.000038000","196.42.104.243","196.24.45.81"
"6710","1757509866.811960000","0.000129000","196.42.104.243","196.24.45.81"
"6713","1757509866.818483000","0.000028000","196.42.104.243","196.24.45.81"
"6715","1757509866.818620000","0.000053000","196.42.104.243","196.24.45.81"
"6717","1757509866.825512000","0.000024000","196.42.104.243","196.24.45.81"
"6719","1757509866.825671000","0.000100000","196.42.104.243","196.24.45.81"
"6724","1757509866.826672000","0.021388000","196.24.45.75","196.42.104.243"
"6727","1757509866.826674000","0.000014000","196.42.104.243","196.24.45.81"
"6728","1757509866.826693000","0.000021000","196.42.104.243","196.24.45.75"
"6730","1757509866.828407000","0.001066000","196.24.45.75","196.42.104.243"
"6732","1757509866.871063000","0.042097000","196.42.104.243","196.24.45.75"
"6752","1757509867.820751000","0.018968000","192.178.54.78","196.42.104.243"
"6753","1757509867.820798000","0.000047000","196.42.104.243","192.178.54.78"
"6770","1757509868.390920000","0.000412000","196.42.104.243","104.18.39.21"
"6771","1757509868.392602000","0.001682000","104.18.39.21","196.42.104.243"
"6780","1757509868.801106000","0.000253000","196.42.104.243","104.18.39.21"
"6781","1757509868.802942000","0.001836000","104.18.39.21","196.42.104.243"
"6805","1757509869.833904000","0.019177000","52.108.9.12","196.42.104.243"
"6807","1757509869.837033000","0.019940000","52.108.9.12","196.42.104.243"
"6810","1757509869.862653000","0.000111000","196.42.104.243","52.108.9.12"
"6811","1757509869.862703000","0.000160000","196.42.104.243","52.108.9.12"
"6813","1757509869.912065000","0.000275000","196.42.104.243","104.18.39.21"
"6814","1757509869.913638000","0.001573000","104.18.39.21","196.42.104.243"
"6821","1757509870.231802000","0.414096000","52.108.36.35","196.42.104.243"
"6824","1757509870.231871000","0.000069000","196.42.104.243","52.108.36.35"
"6837","1757509870.641308000","0.407483000","52.108.36.35","196.42.104.243"
"6838","1757509870.641308000","0.406955000","52.108.36.35","196.42.104.243"
"6839","1757509870.681908000","0.040600000","196.42.104.243","52.108.36.35"
"6863","1757509871.868169000","0.002830000","196.24.45.75","196.42.104.243"
"6864","1757509871.868169000","0.002791000","196.24.45.75","196.42.104.243"
"6913","1757509873.201232000","0.376979000","52.108.36.35","196.42.104.243"
"6915","1757509873.201334000","0.000102000","196.42.104.243","52.108.36.35"
"6919","1757509873.240177000","0.000200000","196.42.104.243","104.18.39.21"
"6920","1757509873.243020000","0.002843000","104.18.39.21","196.42.104.243"
"6989","1757509876.377963000","0.000059000","196.42.104.243","52.108.54.3"
"6992","1757509876.381698000","0.000016000","196.42.104.243","52.108.54.3"
"6994","1757509876.382271000","0.000015000","196.42.104.243","52.108.54.3"
"7003","1757509876.829167000","0.002050000","196.24.45.75","196.42.104.243"
"7004","1757509876.829232000","0.000065000","196.42.104.243","196.24.45.75"
"7006","1757509876.831066000","0.004712000","196.24.45.81","196.42.104.243"
"7007","1757509876.831224000","0.000158000","196.42.104.243","196.24.45.81"
"7011","1757509876.837966000","0.000169000","196.42.104.243","196.24.45.81"
"7013","1757509876.838208000","0.000257000","196.42.104.243","196.24.45.81"
"7015","1757509876.843686000","0.000046000","196.42.104.243","196.24.45.81"
"7017","1757509876.843889000","0.000080000","196.42.104.243","196.24.45.81"
"7021","1757509876.850081000","0.000091000","196.42.104.243","196.24.45.81"
"7022","1757509876.850220000","0.000230000","196.42.104.243","196.24.45.81"
"7026","1757509876.851968000","0.021227000","196.24.45.75","196.42.104.243"
"7029","1757509876.852040000","0.000053000","196.42.104.243","196.24.45.81"
"7030","1757509876.852061000","0.000093000","196.42.104.243","196.24.45.75"
"7033","1757509876.854992000","0.001132000","196.24.45.75","196.42.104.243"
"7038","1757509876.867425000","0.022429000","52.108.9.12","196.42.104.243"
"7040","1757509876.868275000","0.017702000","52.108.9.12","196.42.104.243"
"7045","1757509876.889290000","0.000034000","196.42.104.243","52.108.9.12"
"7046","1757509876.889302000","0.000045000","196.42.104.243","52.108.9.12"
"7047","1757509876.895936000","0.040292000","196.42.104.243","196.24.45.75"
"7082","1757509878.217458000","0.370206000","52.108.36.35","196.42.104.243"
"7083","1757509878.217459000","0.368293000","52.108.36.35","196.42.104.243"
"7085","1757509878.218281000","0.000019000","196.42.104.243","52.108.36.35"
"7087","1757509878.423740000","0.000040000","196.42.104.243","52.108.54.3"
"7126","1757509880.271084000","0.403143000","52.108.36.35","196.42.104.243"
"7128","1757509880.271208000","0.000124000","196.42.104.243","52.108.36.35"
"7176","1757509881.927064000","0.002956000","196.24.45.75","196.42.104.243"
"7177","1757509881.927641000","0.003439000","196.24.45.75","196.42.104.243"
"7213","1757509883.198700000","0.322321000","52.108.36.35","196.42.104.243"
"7214","1757509883.208656000","0.331729000","52.108.36.35","196.42.104.243"
"7215","1757509883.208715000","0.000059000","196.42.104.243","52.108.36.35"
"7315","1757509885.896192000","0.017856000","52.108.54.3","196.42.104.243"
"7318","1757509885.945912000","0.067104000","52.108.54.3","196.42.104.243"
"7338","1757509886.835051000","0.002408000","196.24.45.75","196.42.104.243"
"7339","1757509886.835083000","0.000032000","196.42.104.243","196.24.45.75"
"7343","1757509886.838815000","0.003043000","196.24.45.75","196.42.104.243"
"7344","1757509886.838860000","0.006670000","196.24.45.81","196.42.104.243"
"7345","1757509886.838951000","0.000091000","196.42.104.243","196.24.45.81"
"7348","1757509886.844666000","0.000026000","196.42.104.243","196.24.45.81"
"7351","1757509886.844730000","0.000028000","196.42.104.243","196.24.45.81"
"7352","1757509886.844807000","0.000081000","196.42.104.243","196.24.45.81"
"7354","1757509886.851080000","0.000038000","196.42.104.243","196.24.45.81"
"7356","1757509886.851194000","0.000036000","196.42.104.243","196.24.45.81"
"7359","1757509886.857727000","0.000075000","196.42.104.243","196.24.45.81"
"7360","1757509886.857744000","0.000074000","196.42.104.243","196.24.45.75"
"7362","1757509886.857814000","0.000020000","196.42.104.243","196.24.45.81"
"7364","1757509886.862193000","0.003491000","196.24.45.75","196.42.104.243"
"7366","1757509886.903866000","0.041036000","196.42.104.243","196.24.45.75"
"7398","1757509887.938451000","0.002192000","162.159.135.234","196.42.104.243"
"7399","1757509887.951361000","0.019405000","35.186.224.41","196.42.104.243"
"7405","1757509888.119788000","0.000101000","196.42.104.243","35.186.224.41"
"7410","1757509888.195321000","0.000106000","196.42.104.243","162.159.135.234"
"7414","1757509888.295520000","0.000402000","196.42.104.243","104.18.39.21"
"7415","1757509888.297097000","0.001577000","104.18.39.21","196.42.104.243"
"7426","1757509888.767217000","0.000382000","196.42.104.243","104.18.39.21"
"7427","1757509888.768741000","0.001524000","104.18.39.21","196.42.104.243"
"7456","1757509889.620261000","0.018002000","35.186.224.26","196.42.104.243"
"7478","1757509889.826693000","0.000101000","196.42.104.243","35.186.224.26"
"7479","1757509889.826740000","0.000147000","196.42.104.243","35.186.224.26"
"7480","1757509889.826761000","0.000168000","196.42.104.243","35.186.224.26"
"7482","1757509889.849715000","0.021941000","35.186.224.26","196.42.104.243"
"7487","1757509889.910215000","0.000490000","196.42.104.243","104.18.39.21"
"7488","1757509889.911796000","0.001581000","104.18.39.21","196.42.104.243"
"7515","1757509891.221812000","0.329461000","52.108.36.35","196.42.104.243"
"7516","1757509891.221812000","0.327336000","52.108.36.35","196.42.104.243"
"7519","1757509891.221859000","0.000047000","196.42.104.243","52.108.36.35"
"7534","1757509891.862991000","0.002470000","196.24.45.75","196.42.104.243"
"7535","1757509891.864423000","0.003814000","196.24.45.75","196.42.104.243"
"7547","1757509891.916762000","0.020019000","52.108.9.12","196.42.104.243"
"7549","1757509891.917388000","0.018710000","52.108.9.12","196.42.104.243"
"7553","1757509891.943743000","0.000098000","196.42.104.243","52.108.9.12"
"7554","1757509891.943792000","0.000146000","196.42.104.243","52.108.9.12"
"7555","1757509891.943811000","0.000165000","196.42.104.243","52.108.9.12"
"7561","1757509892.246220000","0.347863000","52.108.36.35","196.42.104.243"
"7563","1757509892.246220000","0.346624000","52.108.36.35","196.42.104.243"
"7566","1757509892.246278000","0.000058000","196.42.104.243","52.108.36.35"
"7568","1757509892.343756000","0.000063000","196.42.104.243","52.108.54.3"
"7570","1757509892.353840000","0.000029000","196.42.104.243","52.108.54.3"
"7574","1757509892.357621000","0.000019000","196.42.104.243","52.108.54.3"
"7594","1757509893.272313000","0.000192000","196.42.104.243","104.18.39.21"
"7595","1757509893.274139000","0.001826000","104.18.39.21","196.42.104.243"
"7605","1757509894.396824000","0.000030000","196.42.104.243","52.108.54.3"
"7673","1757509897.049270000","0.001295000","196.24.45.75","196.42.104.243"
"7674","1757509897.049320000","0.000050000","196.42.104.243","196.24.45.75"
"7676","1757509897.051667000","0.004246000","196.24.45.81","196.42.104.243"
"7677","1757509897.051763000","0.000096000","196.42.104.243","196.24.45.81"
"7681","1757509897.057732000","0.007744000","196.24.45.75","196.42.104.243"
"7686","1757509897.057935000","0.000022000","196.42.104.243","196.24.45.81"
"7688","1757509897.063711000","0.000022000","196.42.104.243","196.24.45.81"
"7691","1757509897.063773000","0.000032000","196.42.104.243","196.24.45.81"
"7696","1757509897.071953000","0.000019000","196.42.104.243","196.24.45.75"
"7699","1757509897.071992000","0.000030000","196.42.104.243","196.24.45.81"
"7700","1757509897.072064000","0.000102000","196.42.104.243","196.24.45.81"
"7703","1757509897.074663000","0.001911000","196.24.45.75","196.42.104.243"
"7705","1757509897.115903000","0.040689000","196.42.104.243","196.24.45.75"
"7795","1757509900.339972000","0.414334000","52.108.36.35","196.42.104.243"
"7796","1757509900.339972000","0.412445000","52.108.36.35","196.42.104.243"
"7797","1757509900.340005000","0.000033000","196.42.104.243","52.108.36.35"
"7838","1757509902.205866000","0.003220000","196.24.45.75","196.42.104.243"
"7839","1757509902.205867000","0.003135000","196.24.45.75","196.42.104.243"
"7872","1757509903.236419000","0.307695000","52.108.36.35","196.42.104.243"
"7873","1757509903.236951000","0.306271000","52.108.36.35","196.42.104.243"
"7875","1757509903.240891000","0.000065000","196.42.104.243","52.108.36.35"
"7896","1757509904.429804000","0.225396000","146.75.74.248","196.42.104.243"
"7897","1757509904.429804000","0.225306000","146.75.74.248","196.42.104.243"
"7932","1757509905.955589000","0.018119000","52.108.54.3","196.42.104.243"
"7936","1757509906.006912000","0.068517000","52.108.54.3","196.42.104.243"
"7961","1757509907.011742000","0.002248000","196.24.45.75","196.42.104.243"
"7962","1757509907.011804000","0.000062000","196.42.104.243","196.24.45.75"
"7964","1757509907.015308000","0.006506000","196.24.45.81","196.42.104.243"
"7965","1757509907.015521000","0.000213000","196.42.104.243","196.24.45.81"
"7969","1757509907.021297000","0.000102000","196.42.104.243","196.24.45.81"
"7971","1757509907.021459000","0.000263000","196.42.104.243","196.24.45.81"
"7973","1757509907.021713000","0.000178000","196.42.104.243","196.24.45.81"
"7976","1757509907.023750000","0.010732000","196.24.45.75","196.42.104.243"
"7979","1757509907.023888000","0.000081000","196.42.104.243","196.24.45.81"
"7980","1757509907.023921000","0.000171000","196.42.104.243","196.24.45.75"
"7983","1757509907.026402000","0.001019000","196.24.45.75","196.42.104.243"
"7987","1757509907.068889000","0.041925000","196.42.104.243","196.24.45.75"
"8004","1757509907.401725000","0.000054000","196.42.104.243","52.108.54.3"
"8005","1757509907.401735000","0.000064000","196.42.104.243","52.108.54.3"
"8006","1757509907.401738000","0.000067000","196.42.104.243","52.108.54.3"
"8040","1757509907.959943000","0.017827000","52.108.9.12","196.42.104.243"
"8042","1757509907.960738000","0.017691000","52.108.9.12","196.42.104.243"
"8045","1757509907.987559000","0.000070000","196.42.104.243","52.108.9.12"
"8046","1757509907.987589000","0.000099000","196.42.104.243","52.108.9.12"
"8058","1757509908.321982000","0.379309000","52.108.36.35","196.42.104.243"
"8059","1757509908.321983000","0.377990000","52.108.36.35","196.42.104.243"
"8060","1757509908.322015000","0.000032000","196.42.104.243","52.108.36.35"
"8061","1757509908.322350000","0.000370000","196.42.104.243","104.18.39.21"
"8062","1757509908.323767000","0.001417000","104.18.39.21","196.42.104.243"
"8072","1757509908.834959000","0.000289000","196.42.104.243","104.18.39.21"
"8073","1757509908.836934000","0.001975000","104.18.39.21","196.42.104.243"
"8091","1757509909.447398000","0.000041000","196.42.104.243","52.108.54.3"
"8109","1757509909.965377000","0.000234000","196.42.104.243","104.18.39.21"
"8110","1757509909.967103000","0.001726000","104.18.39.21","196.42.104.243"
"8117","1757509910.370469000","0.409664000","52.108.36.35","196.42.104.243"
"8118","1757509910.370470000","0.405957000","52.108.36.35","196.42.104.243"
"8120","1757509910.370601000","0.000131000","196.42.104.243","52.108.36.35"
"8161","1757509912.249001000","0.005264000","196.24.45.75","196.42.104.243"
"8162","1757509912.249001000","0.005229000","196.24.45.75","196.42.104.243"
"8193","1757509913.340132000","0.317899000","52.108.36.35","196.42.104.243"
"8194","1757509913.340133000","0.315457000","52.108.36.35","196.42.104.243"
"8195","1757509913.340167000","0.000034000","196.42.104.243","52.108.36.35"
"8196","1757509913.340536000","0.000406000","196.42.104.243","104.18.39.21"
"8197","1757509913.342557000","0.002021000","104.18.39.21","196.42.104.243"
"8230","1757509914.083778000","0.208312000","146.75.74.248","196.42.104.243"
"8231","1757509914.083815000","0.000037000","196.42.104.243","146.75.74.248"
"8234","1757509914.085920000","0.001467000","146.75.74.248","196.42.104.243"
"8243","1757509914.293767000","0.000033000","196.42.104.243","146.75.74.248"
"8251","1757509914.567010000","0.272665000","146.75.74.248","196.42.104.243"
"8252","1757509914.567011000","0.272449000","146.75.74.248","196.42.104.243"
"8264","1757509914.779095000","0.001512000","196.24.45.75","196.42.104.243"
"8265","1757509914.779133000","0.000038000","196.42.104.243","196.24.45.75"
"8267","1757509914.781090000","0.001323000","196.24.45.75","196.42.104.243"
"8269","1757509914.783069000","0.000023000","196.42.104.243","196.24.45.75"
"8271","1757509914.784625000","0.000988000","196.24.45.75","196.42.104.243"
"8273","1757509914.813876000","0.042042000","196.42.104.243","146.75.74.248"
"8274","1757509914.820135000","0.043012000","196.24.45.81","196.42.104.243"
"8275","1757509914.827868000","0.040946000","196.42.104.243","196.24.45.75"
