frame.number,frame.time_epoch,tcp.analysis.ack_rtt,ip.src,ip.dst
"10531","1757509966.926426000","0.019287000","52.108.9.12","196.42.104.243"
"10539","1757509967.116744000","0.000100000","196.42.104.243","52.108.9.12"
"10543","1757509967.370401000","0.003264000","196.24.45.75","196.42.104.243"
"10544","1757509967.370402000","0.003237000","196.24.45.75","196.42.104.243"
"10567","1757509968.292992000","0.000323000","196.42.104.243","104.18.39.21"
"10568","1757509968.294869000","0.001877000","104.18.39.21","196.42.104.243"
"10590","1757509968.443743000","0.018685000","52.108.9.12","196.42.104.243"
"10592","1757509968.445810000","0.019199000","52.108.9.12","196.42.104.243"
"10595","1757509968.532527000","0.000046000","196.42.104.243","52.108.9.12"
"10596","1757509968.532542000","0.000061000","196.42.104.243","52.108.9.12"
"10606","1757509968.732727000","0.000471000","196.42.104.243","104.18.39.21"
"10607","1757509968.733030000","0.307271000","52.108.36.35","196.42.104.243"
"10608","1757509968.734634000","0.001907000","104.18.39.21","196.42.104.243"
"10609","1757509968.738658000","0.311339000","52.108.36.35","196.42.104.243"
"10610","1757509968.738745000","0.000087000","196.42.104.243","52.108.36.35"
"10625","1757509969.451793000","0.000028000","196.42.104.243","52.108.54.3"
"10626","1757509969.451806000","0.000041000","196.42.104.243","52.108.54.3"
"10627","1757509969.451810000","0.000045000","196.42.104.243","52.108.54.3"
"10634","1757509969.960212000","0.000138000","196.42.104.243","104.18.39.21"
"10635","1757509969.961714000","0.001502000","104.18.39.21","196.42.104.243"
"10664","1757509970.779219000","0.349905000","52.108.36.35","196.42.104.243"
"10666","1757509970.779220000","0.347690000","52.108.36.35","196.42.104.243"
"10667","1757509970.779344000","0.000124000","196.42.104.243","52.108.36.35"
"10694","1757509971.969429000","0.003592000","162.159.135.234","196.42.104.243"
"10717","1757509972.231839000","0.000034000","196.42.104.243","162.159.135.234"
"10727","1757509972.288999000","0.001635000","196.24.45.75","196.42.104.243"
"10728","1757509972.289061000","0.000062000","196.42.104.243","196.24.45.75"
"10730","1757509972.291213000","0.004542000","196.24.45.81","196.42.104.243"
"10733","1757509972.292436000","0.002177000","196.24.45.75","196.42.104.243"
"10735","1757509972.293892000","0.000089000","196.42.104.243","196.24.45.75"
"10738","1757509972.297442000","0.000242000","196.42.104.243","196.24.45.81"
"10741","1757509972.302803000","0.000077000","196.42.104.243","196.24.45.81"
"10743","1757509972.302928000","0.000201000","196.42.104.243","196.24.45.81"
"10745","1757509972.303012000","0.000043000","196.42.104.243","196.24.45.81"
"10746","1757509972.308960000","0.013636000","196.24.45.75","196.42.104.243"
"10749","1757509972.309133000","0.000086000","196.42.104.243","196.24.45.81"
"10752","1757509972.309779000","0.000528000","196.42.104.243","196.24.45.81"
"10754","1757509972.314866000","0.000115000","196.42.104.243","196.24.45.81"
"10756","1757509972.315046000","0.000043000","196.42.104.243","196.24.45.81"
"10758","1757509972.315107000","0.000023000","196.42.104.243","196.24.45.81"
"10761","1757509972.350047000","0.041087000","196.42.104.243","196.24.45.75"
"10763","1757509972.353414000","0.000075000","196.42.104.243","52.108.54.3"
"10782","1757509973.228375000","0.000283000","196.42.104.243","104.18.39.21"
"10783","1757509973.230237000","0.001862000","104.18.39.21","196.42.104.243"
"10802","1757509973.850854000","0.398041000","52.108.36.35","196.42.104.243"
"10803","1757509973.850855000","0.395975000","52.108.36.35","196.42.104.243"
"10804","1757509973.850910000","0.000055000","196.42.104.243","52.108.36.35"
"10833","1757509974.773161000","0.315884000","52.108.36.35","196.42.104.243"
"10835","1757509974.773255000","0.000094000","196.42.104.243","52.108.36.35"
"10898","1757509977.309263000","0.002862000","196.24.45.75","196.42.104.243"
"10900","1757509977.309264000","0.002783000","196.24.45.75","196.42.104.243"
"10933","1757509978.607882000","0.020995000","35.186.224.41","196.42.104.243"
"10939","1757509978.868817000","0.000111000","196.42.104.243","35.186.224.41"
"11005","1757509981.945390000","0.357247000","52.108.36.35","196.42.104.243"
"11006","1757509981.945391000","0.353978000","52.108.36.35","196.42.104.243"
"11007","1757509981.945425000","0.000034000","196.42.104.243","52.108.36.35"
"11022","1757509982.306134000","0.004455000","196.24.45.75","196.42.104.243"
"11023","1757509982.306198000","0.000064000","196.42.104.243","196.24.45.75"
"11025","1757509982.307478000","0.006366000","196.24.45.81","196.42.104.243"
"11027","1757509982.309120000","0.000187000","196.42.104.243","196.24.45.81"
"11030","1757509982.315157000","0.000099000","196.42.104.243","196.24.45.81"
"11031","1757509982.315300000","0.000242000","196.42.104.243","196.24.45.81"
"11034","1757509982.315413000","0.000097000","196.42.104.243","196.24.45.81"
"11035","1757509982.315455000","0.000063000","196.42.104.243","196.24.45.81"
"11039","1757509982.320917000","0.000064000","196.42.104.243","196.24.45.81"
"11040","1757509982.326488000","0.019149000","196.24.45.75","196.42.104.243"
"11042","1757509982.326554000","0.000065000","196.42.104.243","196.24.45.75"
"11045","1757509982.326659000","0.000043000","196.42.104.243","196.24.45.81"
"11047","1757509982.328008000","0.001392000","196.42.104.243","196.24.45.81"
"11049","1757509982.332704000","0.005102000","196.24.45.75","196.42.104.243"
"11054","1757509982.372869000","0.040165000","196.42.104.243","196.24.45.75"
"11070","1757509983.074284000","0.483562000","52.108.36.35","196.42.104.243"
"11072","1757509983.074323000","0.000039000","196.42.104.243","52.108.36.35"
"11082","1757509983.314391000","0.003773000","196.24.45.75","196.42.104.243"
"11083","1757509983.354883000","0.040492000","196.42.104.243","196.24.45.75"
"11104","1757509984.314544000","0.003155000","196.24.45.75","196.42.104.243"
"11106","1757509984.317803000","0.000063000","196.42.104.243","196.24.45.75"
"11112","1757509984.412386000","0.000062000","196.42.104.243","52.108.54.3"
"11114","1757509984.426160000","0.000065000","196.42.104.243","52.108.54.3"
"11116","1757509984.426964000","0.000054000","196.42.104.243","52.108.54.3"
"11141","1757509985.155413000","0.022373000","35.186.224.26","196.42.104.243"
"11155","1757509985.311298000","0.000099000","196.42.104.243","35.186.224.26"
"11160","1757509985.329588000","0.017396000","35.186.224.26","196.42.104.243"
"11187","1757509985.737407000","0.003782000","196.24.45.82","196.42.104.243"
"11188","1757509985.737440000","0.000033000","196.42.104.243","196.24.45.82"
"11189","1757509985.737463000","0.003993000","196.24.45.82","196.42.104.243"
"11190","1757509985.737535000","0.000072000","196.42.104.243","196.24.45.82"
"11195","1757509985.741387000","0.003284000","196.24.45.82","196.42.104.243"
"11197","1757509985.744200000","0.000016000","196.42.104.243","196.24.45.82"
"11198","1757509985.744287000","0.005468000","196.24.45.82","196.42.104.243"
"11200","1757509985.744306000","0.000019000","196.42.104.243","196.24.45.82"
"11204","1757509985.746760000","0.002020000","196.24.45.82","196.42.104.243"
"11206","1757509985.749532000","0.004581000","196.24.45.82","196.42.104.243"
"11207","1757509985.749700000","0.004129000","196.24.45.82","196.42.104.243"
"11209","1757509985.789986000","0.040286000","196.42.104.243","196.24.45.82"
"11210","1757509985.790033000","0.040501000","196.42.104.243","196.24.45.82"
"11221","1757509986.210143000","0.000038000","196.42.104.243","196.24.45.82"
"11222","1757509986.210155000","0.000050000","196.42.104.243","196.24.45.82"
"11223","1757509986.210158000","0.000053000","196.42.104.243","196.24.45.82"
"11225","1757509986.217458000","0.001620000","196.24.45.82","196.42.104.243"
"11236","1757509986.667703000","0.018963000","52.108.54.3","196.42.104.243"
"11237","1757509986.720082000","0.069520000","52.108.54.3","196.42.104.243"
"11246","1757509986.816157000","0.000211000","196.42.104.243","196.24.45.82"
"11255","1757509986.959309000","0.000015000","196.42.104.243","196.24.45.82"
"11260","1757509987.030948000","0.000132000","196.42.104.243","196.24.45.82"
"11261","1757509987.030991000","0.000174000","196.42.104.243","196.24.45.82"
"11264","1757509987.048513000","0.000071000","196.42.104.243","196.24.45.82"
"11265","1757509987.048543000","0.000101000","196.42.104.243","196.24.45.82"
"11268","1757509987.076381000","0.000082000","196.42.104.243","196.24.45.82"
"11269","1757509987.076424000","0.000125000","196.42.104.243","196.24.45.82"
"11272","1757509987.116359000","0.000098000","196.42.104.243","196.24.45.82"
"11273","1757509987.116400000","0.000139000","196.42.104.243","196.24.45.82"
"11277","1757509987.143568000","0.000095000","196.42.104.243","196.24.45.82"
"11278","1757509987.143609000","0.000135000","196.42.104.243","196.24.45.82"
"11282","1757509987.174275000","0.000069000","196.42.104.243","196.24.45.82"
"11283","1757509987.174297000","0.000090000","196.42.104.243","196.24.45.82"
"11286","1757509987.196231000","0.000027000","196.42.104.243","196.24.45.82"
"11287","1757509987.196241000","0.000037000","196.42.104.243","196.24.45.82"
"11289","1757509987.202588000","0.001040000","196.24.45.82","196.42.104.243"
"11299","1757509987.347118000","0.001478000","196.24.45.75","196.42.104.243"
"11300","1757509987.347688000","0.002011000","196.24.45.75","196.42.104.243"
"11324","1757509987.860057000","0.000038000","196.42.104.243","196.24.45.82"
"11325","1757509987.860069000","0.000050000","196.42.104.243","196.24.45.82"
"11330","1757509987.909671000","0.000073000","196.42.104.243","196.24.45.82"
"11331","1757509987.909705000","0.000106000","196.42.104.243","196.24.45.82"
"11338","1757509988.087408000","0.000096000","196.42.104.243","196.24.45.82"
"11339","1757509988.087464000","0.000151000","196.42.104.243","196.24.45.82"
"11343","1757509988.087520000","0.000017000","196.42.104.243","196.24.45.82"
"11344","1757509988.087532000","0.000029000","196.42.104.243","196.24.45.82"
"11345","1757509988.087545000","0.000042000","196.42.104.243","196.24.45.82"
"11350","1757509988.088671000","0.000065000","196.42.104.243","196.24.45.82"
"11354","1757509988.100448000","0.000093000","196.42.104.243","196.24.45.82"
"11355","1757509988.100495000","0.000139000","196.42.104.243","196.24.45.82"
"11357","1757509988.100544000","0.000017000","196.42.104.243","196.24.45.82"
"11360","1757509988.128338000","0.000108000","196.42.104.243","196.24.45.82"
"11361","1757509988.128393000","0.000162000","196.42.104.243","196.24.45.82"
"11363","1757509988.130031000","0.000027000","196.42.104.243","196.24.45.82"
"11366","1757509988.130691000","0.000017000","196.42.104.243","196.24.45.82"
"11367","1757509988.130703000","0.000028000","196.42.104.243","196.24.45.82"
"11376","1757509988.292042000","0.000043000","196.42.104.243","52.108.54.3"
"11379","1757509988.292280000","0.000281000","196.42.104.243","104.18.39.21"
"11380","1757509988.295935000","0.003655000","104.18.39.21","196.42.104.243"
"11394","1757509988.702973000","0.000203000","196.42.104.243","104.18.39.21"
"11395","1757509988.706089000","0.003116000","104.18.39.21","196.42.104.243"
"11422","1757509989.927096000","0.000164000","196.42.104.243","104.18.39.21"
"11423","1757509989.928780000","0.001684000","104.18.39.21","196.42.104.243"
"11443","1757509990.747767000","0.021313000","52.108.9.12","196.42.104.243"
"11445","1757509990.747767000","0.018945000","52.108.9.12","196.42.104.243"
"11454","1757509990.767182000","0.000093000","196.42.104.243","52.108.9.12"
"11455","1757509990.767227000","0.000137000","196.42.104.243","52.108.9.12"
"11460","1757509991.053425000","0.325098000","52.108.36.35","196.42.104.243"
"11461","1757509991.053425000","0.324255000","52.108.36.35","196.42.104.243"
"11464","1757509991.053478000","0.000053000","196.42.104.243","52.108.36.35"
"11474","1757509991.351768000","0.002696000","196.24.45.82","196.42.104.243"
"11475","1757509991.352401000","0.003253000","196.24.45.82","196.42.104.243"
"11509","1757509992.406414000","0.004841000","196.24.45.75","196.42.104.243"
"11510","1757509992.406451000","0.005855000","196.24.45.81","196.42.104.243"
"11512","1757509992.406509000","0.000095000","196.42.104.243","196.24.45.75"
"11513","1757509992.406759000","0.000308000","196.42.104.243","196.24.45.81"
"11517","1757509992.409061000","0.001385000","196.42.104.243","196.24.45.81"
"11520","1757509992.414617000","0.000242000","196.42.104.243","196.24.45.81"
"11522","1757509992.414720000","0.000096000","196.42.104.243","196.24.45.81"
"11525","1757509992.422380000","0.000282000","196.42.104.243","196.24.45.81"
"11528","1757509992.429099000","0.020218000","196.24.45.75","196.42.104.243"
"11530","1757509992.429225000","0.000126000","196.42.104.243","196.24.45.75"
"11533","1757509992.429314000","0.000065000","196.42.104.243","196.24.45.81"
"11534","1757509992.429418000","0.000168000","196.42.104.243","196.24.45.81"
"11537","1757509992.434100000","0.002606000","196.24.45.75","196.42.104.243"
"11539","1757509992.476104000","0.041134000","196.42.104.243","196.24.45.75"
"11565","1757509993.236571000","0.000134000","196.42.104.243","104.18.39.21"
"11566","1757509993.238609000","0.002038000","104.18.39.21","196.42.104.243"
"11669","1757509997.436271000","0.003203000","196.24.45.75","196.42.104.243"
"11670","1757509997.436271000","0.003158000","196.24.45.75","196.42.104.243"
"11691","1757509997.883714000","0.075647000","52.108.9.12","196.42.104.243"
"11692","1757509997.883714000","0.072663000","52.108.9.12","196.42.104.243"
"11695","1757509997.885388000","0.000016000","196.42.104.243","52.108.9.12"
"11696","1757509997.885397000","0.000025000","196.42.104.243","52.108.9.12"
"11725","1757509999.147464000","0.333532000","52.108.36.35","196.42.104.243"
"11726","1757509999.147464000","0.331469000","52.108.36.35","196.42.104.243"
"11727","1757509999.147496000","0.000032000","196.42.104.243","52.108.36.35"
"11752","1757510000.087689000","0.018747000","52.108.9.12","196.42.104.243"
"11753","1757510000.087690000","0.018694000","52.108.9.12","196.42.104.243"
"11767","1757510000.373165000","0.000030000","196.42.104.243","52.108.9.12"
"11769","1757510000.373180000","0.000045000","196.42.104.243","52.108.54.3"
"11770","1757510000.373196000","0.000061000","196.42.104.243","52.108.54.3"
"11772","1757510000.376422000","0.000019000","196.42.104.243","52.108.54.3"
"11791","1757510001.158006000","0.333702000","52.108.36.35","196.42.104.243"
"11793","1757510001.158044000","0.000038000","196.42.104.243","52.108.36.35"
"11806","1757510001.903613000","0.025511000","52.108.9.12","196.42.104.243"
"11808","1757510001.903613000","0.020581000","52.108.9.12","196.42.104.243"
"11813","1757510001.930419000","0.000082000","196.42.104.243","52.108.9.12"
"11814","1757510001.930467000","0.000130000","196.42.104.243","52.108.9.12"
"11830","1757510002.309622000","0.003344000","196.24.45.75","196.42.104.243"
"11831","1757510002.309674000","0.000052000","196.42.104.243","196.24.45.75"
"11833","1757510002.317395000","0.011614000","196.24.45.81","196.42.104.243"
"11837","1757510002.317583000","0.000063000","196.42.104.243","196.24.45.81"
"11840","1757510002.320106000","0.000026000","196.42.104.243","196.24.45.81"
"11843","1757510002.324739000","0.000056000","196.42.104.243","196.24.45.81"
"11845","1757510002.332736000","0.000039000","196.42.104.243","196.24.45.81"
"11847","1757510002.332834000","0.000046000","196.42.104.243","196.24.45.81"
"11851","1757510002.340478000","0.029813000","196.24.45.75","196.42.104.243"
"11852","1757510002.340508000","0.000030000","196.42.104.243","196.24.45.81"
"11855","1757510002.340538000","0.000006000","196.42.104.243","196.24.45.75"
"11857","1757510002.350081000","0.008910000","196.24.45.75","196.42.104.243"
"11859","1757510002.390921000","0.040839000","196.42.104.243","196.24.45.75"
"11881","1757510003.342105000","0.000053000","196.42.104.243","52.108.54.3"
"11904","1757510004.187718000","0.308019000","52.108.36.35","196.42.104.243"
"11905","1757510004.192942000","0.311117000","52.108.36.35","196.42.104.243"
"11906","1757510004.193004000","0.000062000","196.42.104.243","52.108.36.35"
"11937","1757510005.190351000","0.306857000","52.108.36.35","196.42.104.243"
"11939","1757510005.204526000","0.000076000","196.42.104.243","52.108.36.35"
"11997","1757510006.917594000","0.018155000","52.108.54.3","196.42.104.243"
"11998","1757510006.919454000","0.018089000","52.108.54.3","196.42.104.243"
"12011","1757510007.449827000","0.002549000","196.24.45.75","196.42.104.243"
"12012","1757510007.452750000","0.005433000","196.24.45.75","196.42.104.243"
"12043","1757510008.280564000","0.000135000","196.42.104.243","104.18.39.21"
"12044","1757510008.282311000","0.001747000","104.18.39.21","196.42.104.243"
"12057","1757510008.770931000","0.000277000","196.42.104.243","104.18.39.21"
"12058","1757510008.773769000","0.002838000","104.18.39.21","196.42.104.243"
"12060","1757510008.888149000","0.017806000","35.186.224.41","196.42.104.243"
"12065","1757510009.081238000","0.000068000","196.42.104.243","35.186.224.41"
"12085","1757510009.997747000","0.000177000","196.42.104.243","104.18.39.21"
"12086","1757510009.999170000","0.001423000","104.18.39.21","196.42.104.243"
"12132","1757510012.141493000","0.002175000","196.24.45.75","196.42.104.243"
"12134","1757510012.141528000","0.000035000","196.42.104.243","196.24.45.75"
"12136","1757510012.143417000","0.004623000","196.24.45.81","196.42.104.243"
"12139","1757510012.145021000","0.002846000","196.24.45.75","196.42.104.243"
"12141","1757510012.145145000","0.000124000","196.42.104.243","196.24.45.81"
"12144","1757510012.150966000","0.000030000","196.42.104.243","196.24.45.81"
"12146","1757510012.151065000","0.000044000","196.42.104.243","196.24.45.81"
"12149","1757510012.156938000","0.000032000","196.42.104.243","196.24.45.81"
"12150","1757510012.157011000","0.000105000","196.42.104.243","196.24.45.81"
"12153","1757510012.162814000","0.000024000","196.42.104.243","196.24.45.81"
"12156","1757510012.162889000","0.000005000","196.42.104.243","196.24.45.75"
"12157","1757510012.162892000","0.000023000","196.42.104.243","196.24.45.81"
"12159","1757510012.164753000","0.001175000","196.24.45.75","196.42.104.243"
"12163","1757510012.205987000","0.040470000","196.42.104.243","196.24.45.75"
"12167","1757510012.276289000","0.335179000","52.108.36.35","196.42.104.243"
"12168","1757510012.279218000","0.333171000","52.108.36.35","196.42.104.243"
"12169","1757510012.279275000","0.000057000","196.42.104.243","52.108.36.35"
"12194","1757510012.967784000","0.019497000","52.108.9.12","196.42.104.243"
"12195","1757510012.967784000","0.019445000","52.108.9.12","196.42.104.243"
"12197","1757510012.967868000","0.017170000","52.108.9.12","196.42.104.243"
"12200","1757510013.006281000","0.000060000","196.42.104.243","52.108.9.12"
"12201","1757510013.006306000","0.000085000","196.42.104.243","52.108.9.12"
"12210","1757510013.222164000","0.000225000","196.42.104.243","104.18.39.21"
"12211","1757510013.224083000","0.001919000","104.18.39.21","196.42.104.243"
"12227","1757510013.986672000","0.003518000","162.159.135.234","196.42.104.243"
"12234","1757510014.244479000","0.000032000","196.42.104.243","162.159.135.234"
"12295","1757510016.344780000","0.000045000","196.42.104.243","52.108.54.3"
"12296","1757510016.344797000","0.000062000","196.42.104.243","52.108.54.3"
"12297","1757510016.344802000","0.000067000","196.42.104.243","52.108.54.3"
"12320","1757510017.251238000","0.001157000","196.24.45.75","196.42.104.243"
"12321","1757510017.251682000","0.001519000","196.24.45.75","196.42.104.243"
"12392","1757510019.298925000","0.000112000","196.42.104.243","52.108.54.3"
"12427","1757510021.286960000","0.312773000","52.108.36.35","196.42.104.243"
"12428","1757510021.290439000","0.314094000","52.108.36.35","196.42.104.243"
"12429","1757510021.290469000","0.000030000","196.42.104.243","52.108.36.35"
"12448","1757510022.159752000","0.002313000","196.24.45.75","196.42.104.243"
"12449","1757510022.159791000","0.000039000","196.42.104.243","196.24.45.75"
"12453","1757510022.162843000","0.002362000","196.24.45.75","196.42.104.243"
"12454","1757510022.162975000","0.005968000","196.24.45.81","196.42.104.243"
"12456","1757510022.163096000","0.000121000","196.42.104.243","196.24.45.81"
"12460","1757510022.168899000","0.000067000","196.42.104.243","196.24.45.81"
"12461","1757510022.168951000","0.000074000","196.42.104.243","196.24.45.81"
"12463","1757510022.174627000","0.000022000","196.42.104.243","196.24.45.81"
"12465","1757510022.174741000","0.000035000","196.42.104.243","196.24.45.81"
"12467","1757510022.180874000","0.000025000","196.42.104.243","196.24.45.75"
"12469","1757510022.180905000","0.000029000","196.42.104.243","196.24.45.81"
"12471","1757510022.180993000","0.000031000","196.42.104.243","196.24.45.81"
"12473","1757510022.182996000","0.001281000","196.24.45.75","196.42.104.243"
"12477","1757510022.224862000","0.040135000","196.42.104.243","196.24.45.75"
"12523","1757510024.293033000","0.307564000","52.108.36.35","196.42.104.243"
"12524","1757510024.294067000","0.306537000","52.108.36.35","196.42.104.243"
"12526","1757510024.294152000","0.000085000","196.42.104.243","52.108.36.35"
"12535","1757510024.638272000","0.000076000","196.42.104.243","52.108.36.35"
"12598","1757510027.006744000","0.017997000","52.108.54.3","196.42.104.243"
"12599","1757510027.061519000","0.072136000","52.108.54.3","196.42.104.243"
"12604","1757510027.262798000","0.001236000","196.24.45.75","196.42.104.243"
"12606","1757510027.263306000","0.001657000","196.24.45.75","196.42.104.243"
"12628","1757510028.286039000","0.000230000","196.42.104.243","104.18.39.21"
"12629","1757510028.287612000","0.001573000","104.18.39.21","196.42.104.243"
"12639","1757510028.740662000","0.000246000","196.42.104.243","104.18.39.21"
"12640","1757510028.742140000","0.001478000","104.18.39.21","196.42.104.243"
"12656","1757510029.018979000","0.018662000","52.108.9.12","196.42.104.243"
"12657","1757510029.019858000","0.018266000","52.108.9.12","196.42.104.243"
"12663","1757510029.047487000","0.000046000","196.42.104.243","52.108.9.12"
"12664","1757510029.047508000","0.000067000","196.42.104.243","52.108.9.12"
"12677","1757510029.309020000","0.306554000","52.108.36.35","196.42.104.243"
"12678","1757510029.314974000","0.311826000","52.108.36.35","196.42.104.243"
"12679","1757510029.315056000","0.000082000","196.42.104.243","52.108.36.35"
"12692","1757510029.962804000","0.000234000","196.42.104.243","104.18.39.21"
"12693","1757510029.964699000","0.001895000","104.18.39.21","196.42.104.243"
"12709","1757510030.576193000","0.310620000","146.75.74.248","196.42.104.243"
"12712","1757510030.576194000","0.310584000","146.75.74.248","196.42.104.243"
"12739","1757510031.331587000","0.308277000","52.108.36.35","196.42.104.243"
"12740","1757510031.331587000","0.306303000","52.108.36.35","196.42.104.243"
"12742","1757510031.333082000","0.000015000","196.42.104.243","52.108.36.35"
"12744","1757510031.337987000","0.000026000","196.42.104.243","52.108.54.3"
"12745","1757510031.339875000","0.018035000","52.108.9.12","196.42.104.243"
"12747","1757510031.339875000","0.018003000","52.108.9.12","196.42.104.243"
"12749","1757510031.339893000","0.000018000","196.42.104.243","52.108.9.12"
"12750","1757510031.340391000","0.017336000","52.108.9.12","196.42.104.243"
"12752","1757510031.347676000","0.000022000","196.42.104.243","52.108.54.3"
"12754","1757510031.353030000","0.000012000","196.42.104.243","52.108.54.3"
"12761","1757510031.708392000","0.000037000","196.42.104.243","52.108.9.12"
"12772","1757510032.172081000","0.002605000","196.24.45.75","196.42.104.243"
"12773","1757510032.172148000","0.000067000","196.42.104.243","196.24.45.75"
"12777","1757510032.177564000","0.004065000","196.24.45.75","196.42.104.243"
"12778","1757510032.177641000","0.008836000","196.24.45.81","196.42.104.243"
"12780","1757510032.178004000","0.000362000","196.42.104.243","196.24.45.81"
"12782","1757510032.178284000","0.000116000","196.42.104.243","196.24.45.81"
"12785","1757510032.184046000","0.000084000","196.42.104.243","196.24.45.81"
"12787","1757510032.184207000","0.000043000","196.42.104.243","196.24.45.81"
"12790","1757510032.191189000","0.000185000","196.42.104.243","196.24.45.81"
"12792","1757510032.195514000","0.000105000","196.42.104.243","196.24.45.75"
"12794","1757510032.195649000","0.000100000","196.42.104.243","196.24.45.81"
"12797","1757510032.198860000","0.001808000","196.24.45.75","196.42.104.243"
"12801","1757510032.240985000","0.040945000","196.42.104.243","196.24.45.75"
"12819","1757510033.231076000","0.000203000","196.42.104.243","104.18.39.21"
"12820","1757510033.233189000","0.002113000","104.18.39.21","196.42.104.243"
"12859","1757510035.312098000","0.000094000","196.42.104.243","52.108.54.3"
"12861","1757510035.339242000","0.307854000","52.108.36.35","196.42.104.243"
"12862","1757510035.339364000","0.306018000","52.108.36.35","196.42.104.243"
"12864","1757510035.344276000","0.000031000","196.42.104.243","52.108.36.35"
"12910","1757510037.295811000","0.001229000","196.24.45.75","196.42.104.243"
"12911","1757510037.297612000","0.002997000","196.24.45.75","196.42.104.243"
"12959","1757510038.698623000","0.017751000","34.36.137.203","196.42.104.243"
"12960","1757510038.698666000","0.000043000","196.42.104.243","34.36.137.203"
"12962","1757510038.700539000","0.001196000","34.36.137.203","196.42.104.243"
"12978","1757510038.890457000","0.000029000","196.42.104.243","34.36.137.203"
"12981","1757510038.908393000","0.017455000","34.36.137.203","196.42.104.243"
"12983","1757510038.909240000","0.018072000","34.36.137.203","196.42.104.243"
"12984","1757510038.909347000","0.000107000","196.42.104.243","34.36.137.203"
"12986","1757510038.932229000","0.022534000","34.36.137.203","196.42.104.243"
"12995","1757510039.101065000","0.017812000","35.186.224.41","196.42.104.243"
"13001","1757510039.269095000","0.000102000","196.42.104.243","35.186.224.41"
"13047","1757510041.592911000","0.003093000","196.24.45.75","196.42.104.243"
"13048","1757510041.592941000","0.000030000","196.42.104.243","196.24.45.75"
"13064","1757510042.237461000","0.001250000","196.24.45.75","196.42.104.243"
"13065","1757510042.237532000","0.000071000","196.42.104.243","196.24.45.75"
"13067","1757510042.238822000","0.003338000","196.24.45.81","196.42.104.243"
"13070","1757510042.241435000","0.000075000","196.42.104.243","196.24.45.81"
"13073","1757510042.247437000","0.000068000","196.42.104.243","196.24.45.81"
"13075","1757510042.247586000","0.000053000","196.42.104.243","196.24.45.81"
"13077","1757510042.247615000","0.000026000","196.42.104.243","196.24.45.81"
"13079","1757510042.254078000","0.000063000","196.42.104.243","196.24.45.81"
"13082","1757510042.254236000","0.000073000","196.42.104.243","196.24.45.81"
"13085","1757510042.256826000","0.000054000","196.42.104.243","196.24.45.81"
"13087","1757510042.258849000","0.000041000","196.42.104.243","196.24.45.81"
"13090","1757510042.258921000","0.000040000","196.42.104.243","196.24.45.81"
"13093","1757510042.261165000","0.022429000","196.24.45.75","196.42.104.243"
"13096","1757510042.263019000","0.000050000","196.42.104.243","196.24.45.75"
"13098","1757510042.266144000","0.001802000","196.24.45.75","196.42.104.243"
"13100","1757510042.307053000","0.040909000","196.42.104.243","196.24.45.75"
"13110","1757510042.593363000","0.002873000","196.24.45.75","196.42.104.243"
"13112","1757510042.593391000","0.000028000","196.42.104.243","196.24.45.75"
"13131","1757510043.610609000","0.019199000","35.186.224.26","196.42.104.243"
"13133","1757510043.650857000","0.040247000","196.42.104.243","35.186.224.26"
"13164","1757510045.218990000","0.000077000","196.42.104.243","196.24.45.75"
"13165","1757510045.219026000","0.000112000","196.42.104.243","196.24.45.75"
"13177","1757510045.526254000","0.000093000","196.42.104.243","196.24.45.75"
"13178","1757510045.526303000","0.000141000","196.42.104.243","196.24.45.75"
"13184","1757510045.528481000","0.001380000","196.24.45.75","196.42.104.243"
"13185","1757510045.528481000","0.001347000","196.24.45.75","196.42.104.243"
"13201","1757510046.447967000","0.000034000","196.42.104.243","52.108.54.3"
"13202","1757510046.447977000","0.000044000","196.42.104.243","52.108.54.3"
"13203","1757510046.447981000","0.000048000","196.42.104.243","52.108.54.3"
"13212","1757510046.448129000","0.000038000","196.42.104.243","13.107.246.56"
"13214","1757510046.449792000","0.001428000","13.107.246.56","196.42.104.243"
"13228","1757510047.126545000","0.017845000","52.108.54.3","196.42.104.243"
"13231","1757510047.169828000","0.060556000","52.108.54.3","196.42.104.243"
"13276","1757510048.096219000","0.001528000","196.24.45.75","196.42.104.243"
"13281","1757510048.096421000","0.001631000","196.24.45.75","196.42.104.243"
"13303","1757510048.277360000","0.000803000","196.42.104.243","104.18.39.21"
"13304","1757510048.279047000","0.001687000","104.18.39.21","196.42.104.243"
"13325","1757510048.702206000","0.000173000","196.42.104.243","104.18.39.21"
"13326","1757510048.704100000","0.001894000","104.18.39.21","196.42.104.243"
"13363","1757510049.929467000","0.000329000","196.42.104.243","104.18.39.21"
"13364","1757510049.931103000","0.001636000","104.18.39.21","196.42.104.243"
"13372","1757510050.313944000","0.000109000","196.42.104.243","52.108.54.3"
"13393","1757510051.135182000","0.019171000","52.108.9.12","196.42.104.243"
"13395","1757510051.135991000","0.017354000","52.108.9.12","196.42.104.243"
"13398","1757510051.162071000","0.000057000","196.42.104.243","52.108.9.12"
"13399","1757510051.162086000","0.000071000","196.42.104.243","52.108.9.12"
"13410","1757510051.464663000","0.348257000","52.108.36.35","196.42.104.243"
"13411","1757510051.464663000","0.346038000","52.108.36.35","196.42.104.243"
