frame.time_epoch,tcp.analysis.ack_rtt,ip.src,ip.dst
"1757710207.467676205","0.149689090","87.248.114.12","196.42.104.243"
"1757710207.467892013","0.000215636","196.42.104.243","87.248.114.12"
"1757710207.471185653","0.150586914","87.248.114.12","196.42.104.243"
"1757710207.471702662","0.000516692","196.42.104.243","87.248.114.12"
"1757710207.517794939","0.154262753","87.248.114.12","196.42.104.243"
"1757710207.518122149","0.000326833","196.42.104.243","87.248.114.12"
"1757710207.521640815","0.000114020","196.42.104.243","87.248.114.12"
"1757710207.696715636","0.149490451","87.248.114.12","196.42.104.243"
"1757710207.734338564","0.000282902","196.42.104.243","87.248.114.12"
"1757710207.857222662","0.040396417","196.42.104.243","87.248.114.12"
"1757710207.896481854","0.156689030","87.248.114.12","196.42.104.243"
"1757710207.901073515","0.158076798","87.248.114.12","196.42.104.243"
"1757710207.901634651","0.000521121","196.42.104.243","87.248.114.12"
"1757710208.031952180","0.000214200","196.42.104.243","87.248.114.12"
"1757710208.283168617","0.149818742","87.248.114.12","196.42.104.243"
"1757710208.283226874","0.000058257","196.42.104.243","87.248.114.12"
"1757710208.285856870","0.001540627","87.248.114.12","196.42.104.243"
"1757710208.285856966","0.001515273","87.248.114.12","196.42.104.243"
"1757710208.286254824","0.151960992","87.248.114.12","196.42.104.243"
"1757710208.292649958","0.151380105","87.248.114.12","196.42.104.243"
"1757710208.391874651","0.149767284","87.248.114.12","196.42.104.243"
"1757710208.391925350","0.000050699","196.42.104.243","87.248.114.12"
"1757710208.392396734","0.149921711","87.248.114.12","196.42.104.243"
"1757710208.392421223","0.000024489","196.42.104.243","87.248.114.12"
"1757710208.394625706","0.152607163","87.248.114.12","196.42.104.243"
"1757710208.394701969","0.000076263","196.42.104.243","87.248.114.12"
"1757710208.394728057","0.000101792","196.42.104.243","87.248.114.12"
"1757710208.394736122","0.000109808","196.42.104.243","87.248.114.12"
"1757710208.394742956","0.000116609","196.42.104.243","87.248.114.12"
"1757710208.397528998","0.004640843","87.248.114.12","196.42.104.243"
"1757710208.397618232","0.000043190","196.42.104.243","87.248.114.12"
"1757710208.398496069","0.004550944","87.248.114.12","196.42.104.243"
"1757710208.403616536","0.000045902","196.42.104.243","87.248.114.12"
"1757710208.436056056","0.000043487","196.42.104.243","87.248.114.12"
"1757710208.441483362","0.151796528","87.248.114.12","196.42.104.243"
"1757710208.454334951","0.149495449","87.248.114.12","196.42.104.243"
"1757710208.494201218","0.188756278","87.248.114.12","196.42.104.243"
"1757710208.494242047","0.000040829","196.42.104.243","87.248.114.12"
"1757710208.544622580","0.000033931","196.42.104.243","87.248.114.12"
"1757710208.546200183","0.000021529","196.42.104.243","87.248.114.12"
"1757710208.555436934","0.000039005","196.42.104.243","87.248.114.12"
"1757710208.561007871","0.000042370","196.42.104.243","87.248.114.12"
"1757710208.586975862","0.149913993","87.248.114.12","196.42.104.243"
"1757710208.587650323","0.000674109","196.42.104.243","87.248.114.12"
"1757710208.590304335","0.152421472","87.248.114.12","196.42.104.243"
"1757710208.696158959","0.150594571","87.248.114.12","196.42.104.243"
"1757710208.696159401","0.150011589","87.248.114.12","196.42.104.243"
"1757710208.696797041","0.000637610","196.42.104.243","87.248.114.12"
"1757710208.700220070","0.149823648","87.248.114.12","196.42.104.243"
"1757710208.700848977","0.000628604","196.42.104.243","87.248.114.12"
"1757710208.704385792","0.152321602","87.248.114.12","196.42.104.243"
"1757710209.312726941","0.150057758","87.248.114.12","196.42.104.243"
"1757710209.337372260","0.152258670","87.248.114.12","196.42.104.243"
"1757710209.373337998","0.149728995","87.248.114.11","196.42.104.243"
"1757710209.373390981","0.000052983","196.42.104.243","87.248.114.11"
"1757710209.374889724","0.149837512","87.248.114.11","196.42.104.243"
"1757710209.374911951","0.000022227","196.42.104.243","87.248.114.11"
"1757710209.375458620","0.001369603","87.248.114.11","196.42.104.243"
"1757710209.376792887","0.001405747","87.248.114.11","196.42.104.243"
"1757710209.414466624","0.000030392","196.42.104.243","87.248.114.12"
"1757710209.462595217","0.150252093","87.248.114.12","196.42.104.243"
"1757710209.495748719","0.000032158","196.42.104.243","87.248.114.12"
"1757710209.527426870","0.000053378","196.42.104.243","87.248.114.11"
"1757710209.527452139","0.000078092","196.42.104.243","87.248.114.11"
"1757710209.527460302","0.000086218","196.42.104.243","87.248.114.11"
"1757710209.528065784","0.000026991","196.42.104.243","87.248.114.11"
"1757710209.528080809","0.000041806","196.42.104.243","87.248.114.11"
"1757710209.568784728","0.000019538","196.42.104.243","87.248.114.12"
"1757710209.681945272","0.149945527","87.248.114.11","196.42.104.243"
"1757710209.682313664","0.150039788","87.248.114.11","196.42.104.243"
"1757710209.682313789","0.149624690","87.248.114.11","196.42.104.243"
"1757710209.682313824","0.149651643","87.248.114.11","196.42.104.243"
"1757710209.682635699","0.000321910","196.42.104.243","87.248.114.11"
"1757710209.683302865","0.000989005","196.42.104.243","87.248.114.11"
"1757710209.725286876","0.190410558","87.248.114.11","196.42.104.243"
"1757710209.748429269","0.000425579","196.42.104.243","87.248.114.11"
"1757710209.832410170","0.149774471","87.248.114.11","196.42.104.243"
"1757710209.910648628","0.150815186","87.248.114.12","196.42.104.243"
"1757710209.910655968","0.150218075","87.248.114.12","196.42.104.243"
"1757710209.910681042","0.000032414","196.42.104.243","87.248.114.12"
"1757710209.910695270","0.150619569","87.248.114.12","196.42.104.243"
"1757710209.910713394","0.000018124","196.42.104.243","87.248.114.12"
"1757710209.914316352","0.001623951","87.248.114.12","196.42.104.243"
"1757710209.914316396","0.001606799","87.248.114.12","196.42.104.243"
"1757710209.914854917","0.001617727","87.248.114.12","196.42.104.243"
"1757710209.914855013","0.001603303","87.248.114.12","196.42.104.243"
"1757710209.947290937","0.149966418","87.248.114.12","196.42.104.243"
"1757710210.025986885","0.196152309","87.248.114.12","196.42.104.243"
"1757710210.031043214","0.000020272","196.42.104.243","87.248.114.12"
"1757710210.060703050","0.150010155","87.248.114.12","196.42.104.243"
"1757710210.064615970","0.000018232","196.42.104.243","87.248.114.12"
"1757710210.065210710","0.000027616","196.42.104.243","87.248.114.12"
"1757710210.091627029","0.000024205","196.42.104.243","87.248.114.12"
"1757710210.216057554","0.150627424","87.248.114.12","196.42.104.243"
"1757710210.216555121","0.000497405","196.42.104.243","87.248.114.12"
"1757710210.216735394","0.150652800","87.248.114.12","196.42.104.243"
"1757710210.216800957","0.149994667","87.248.114.12","196.42.104.243"
"1757710210.217130191","0.000329234","196.42.104.243","87.248.114.12"
"1757710210.219953891","0.150628739","87.248.114.12","196.42.104.243"
"1757710210.229518751","0.000019355","196.42.104.243","87.248.114.12"
"1757710210.539308560","0.150097643","87.248.114.12","196.42.104.243"
"1757710210.580015384","0.189917234","87.248.114.12","196.42.104.243"
"1757710210.601730771","0.149637263","87.248.114.12","196.42.104.243"
"1757710210.602068983","0.149402409","87.248.114.12","196.42.104.243"
"1757710210.660623518","0.000031372","196.42.104.243","87.248.114.12"
"1757710210.722686050","0.000028302","196.42.104.243","87.248.114.12"
"1757710211.566036228","0.236336947","87.248.114.12","196.42.104.243"
"1757710211.566073267","0.236640345","87.248.114.12","196.42.104.243"
"1757710211.566076158","0.000039226","196.42.104.243","87.248.114.12"
"1757710211.566091601","0.000018334","196.42.104.243","87.248.114.12"
"1757710211.571717670","0.001497956","87.248.114.12","196.42.104.243"
"1757710211.722331351","0.000037897","196.42.104.243","87.248.114.12"
"1757710211.722350175","0.000056405","196.42.104.243","87.248.114.12"
"1757710211.874377334","0.150364968","87.248.114.12","196.42.104.243"
"1757710211.874377566","0.149949885","87.248.114.12","196.42.104.243"
"1757710211.874955586","0.000577991","196.42.104.243","87.248.114.12"
"1757710212.783398165","0.163488252","87.248.114.12","196.42.104.243"
"1757710212.867223110","0.000046748","196.42.104.243","87.248.114.12"
"1757710213.249225548","0.149667409","87.248.114.12","196.42.104.243"
"1757710213.249276597","0.000051049","196.42.104.243","87.248.114.12"
"1757710213.249460480","0.149665475","87.248.114.12","196.42.104.243"
"1757710213.251529490","0.001198001","87.248.114.12","196.42.104.243"
"1757710213.276621747","0.000041157","196.42.104.243","87.248.114.12"
"1757710213.402271386","0.000039359","196.42.104.243","87.248.114.12"
"1757710213.555769349","0.152664332","87.248.114.12","196.42.104.243"
"1757710213.555769402","0.152210978","87.248.114.12","196.42.104.243"
"1757710213.556410426","0.000640998","196.42.104.243","87.248.114.12"
"1757710215.277281187","0.150423422","87.248.114.11","196.42.104.243"
"1757710215.277317600","0.000036413","196.42.104.243","87.248.114.11"
"1757710215.499495296","0.149668540","87.248.114.12","196.42.104.243"
"1757710215.499539055","0.000043759","196.42.104.243","87.248.114.12"
"1757710215.499658402","0.149560656","87.248.114.12","196.42.104.243"
"1757710215.501981142","0.001395149","87.248.114.12","196.42.104.243"
"1757710215.524634040","0.000044530","196.42.104.243","87.248.114.12"
"1757710215.652615338","0.000059400","196.42.104.243","87.248.114.12"
"1757710215.803778770","0.150287398","87.248.114.12","196.42.104.243"
"1757710215.803779164","0.149776425","87.248.114.12","196.42.104.243"
"1757710215.804173012","0.000393831","196.42.104.243","87.248.114.12"
"1757710216.581864582","0.177080224","87.248.114.12","196.42.104.243"
"1757710216.581905903","0.000041321","196.42.104.243","87.248.114.12"
"1757710217.857597252","0.149459778","87.248.114.12","196.42.104.243"
"1757710217.860916189","0.149314314","87.248.114.12","196.42.104.243"
"1757710217.861706048","0.150065365","87.248.114.12","196.42.104.243"
"1757710217.886594037","0.000047108","196.42.104.243","87.248.114.12"
"1757710217.886614062","0.000066763","196.42.104.243","87.248.114.12"
"1757710218.148345079","0.149435549","87.248.114.12","196.42.104.243"
"1757710218.151691807","0.149749289","87.248.114.12","196.42.104.243"
"1757710218.151730733","0.000038926","196.42.104.243","87.248.114.12"
"1757710218.151860065","0.149469307","87.248.114.12","196.42.104.243"
"1757710218.152776878","0.149997609","87.248.114.12","196.42.104.243"
"1757710218.152801300","0.000024422","196.42.104.243","87.248.114.12"
"1757710218.154844934","0.002159555","87.248.114.12","196.42.104.243"
"1757710218.154844951","0.002143351","87.248.114.12","196.42.104.243"
"1757710218.154933101","0.001533320","87.248.114.12","196.42.104.243"
"1757710218.154933128","0.001525871","87.248.114.12","196.42.104.243"
"1757710218.194129053","0.191151361","87.248.114.12","196.42.104.243"
"1757710218.304157552","0.000036481","196.42.104.243","87.248.114.12"
"1757710218.304951087","0.000031861","196.42.104.243","87.248.114.12"
"1757710218.327491634","0.000024058","196.42.104.243","87.248.114.12"
"1757710218.411101820","0.000041038","196.42.104.243","87.248.114.12"
"1757710218.411119504","0.000058348","196.42.104.243","87.248.114.12"
"1757710218.411793802","0.000019887","196.42.104.243","87.248.114.12"
"1757710218.444101748","0.000039443","196.42.104.243","87.248.114.12"
"1757710218.454782412","0.149950471","87.248.114.12","196.42.104.243"
"1757710218.455172744","0.149951247","87.248.114.12","196.42.104.243"
"1757710218.455300027","0.000127236","196.42.104.243","87.248.114.12"
"1757710218.455786260","0.150106300","87.248.114.12","196.42.104.243"
"1757710218.456227865","0.000441280","196.42.104.243","87.248.114.12"
"1757710218.456762290","0.149677921","87.248.114.12","196.42.104.243"
"1757710218.477682273","0.000063593","196.42.104.243","87.248.114.12"
"1757710218.561866258","0.000250829","196.42.104.243","87.248.114.12"
"1757710218.563580903","0.000037081","196.42.104.243","87.248.114.12"
"1757710218.563706422","0.000162305","196.42.104.243","87.248.114.12"
"1757710218.594011187","0.000042518","196.42.104.243","87.248.114.12"
"1757710218.627806842","0.000124041","196.42.104.243","87.248.114.12"
"1757710218.651416883","0.149472514","87.248.114.12","196.42.104.243"
"1757710218.652168763","0.149770783","87.248.114.12","196.42.104.243"
"1757710218.652686159","0.149893194","87.248.114.12","196.42.104.243"
"1757710218.652686241","0.149589721","87.248.114.12","196.42.104.243"
"1757710218.652799277","0.149338820","87.248.114.12","196.42.104.243"
"1757710218.654093709","0.150339793","87.248.114.12","196.42.104.243"
"1757710218.654093884","0.149924282","87.248.114.12","196.42.104.243"
"1757710218.654266633","0.149696995","87.248.114.12","196.42.104.243"
"1757710218.654817712","0.149707784","87.248.114.12","196.42.104.243"
"1757710218.655430285","0.149456356","87.248.114.12","196.42.104.243"
"1757710218.656247947","0.149753538","87.248.114.12","196.42.104.243"
"1757710218.656280529","0.000032582","196.42.104.243","87.248.114.12"
"1757710218.656435344","0.149882836","87.248.114.12","196.42.104.243"
"1757710218.656448441","0.000013097","196.42.104.243","87.248.114.12"
"1757710218.658569821","0.001333808","87.248.114.12","196.42.104.243"
"1757710218.659061176","0.001212794","87.248.114.12","196.42.104.243"
"1757710218.714142916","0.000206352","196.42.104.243","87.248.114.12"
"1757710218.717723585","0.000020880","196.42.104.243","87.248.114.12"
"1757710218.717800935","0.000098143","196.42.104.243","87.248.114.12"
"1757710218.744422256","0.000022556","196.42.104.243","87.248.114.12"
"1757710218.778615369","0.000198067","196.42.104.243","87.248.114.12"
"1757710218.801122613","0.149665639","87.248.114.12","196.42.104.243"
"1757710218.808592986","0.000029451","196.42.104.243","87.248.114.12"
"1757710218.809356352","0.000014734","196.42.104.243","87.248.114.12"
"1757710218.810357559","0.000024196","196.42.104.243","87.248.114.12"
"1757710218.810368846","0.000035298","196.42.104.243","87.248.114.12"
"1757710218.810655390","0.157035761","87.248.114.12","196.42.104.243"
"1757710218.867360253","0.000031199","196.42.104.243","87.248.114.12"
"1757710218.870147123","0.000143665","196.42.104.243","87.248.114.12"
"1757710218.876276394","0.000032930","196.42.104.243","87.248.114.12"
"1757710218.876475153","0.000124197","196.42.104.243","87.248.114.12"
"1757710218.894457161","0.000033640","196.42.104.243","87.248.114.12"
"1757710218.897269757","0.000011629","196.42.104.243","87.248.114.12"
"1757710218.930033749","0.000232750","196.42.104.243","87.248.114.12"
"1757710218.930550727","0.000027275","196.42.104.243","87.248.114.12"
"1757710218.960842029","0.150527283","87.248.114.12","196.42.104.243"
"1757710218.961424062","0.149696435","87.248.114.12","196.42.104.243"
"1757710218.961863158","0.000438891","196.42.104.243","87.248.114.12"
"1757710218.964001959","0.150296769","87.248.114.12","196.42.104.243"
"1757710218.964002455","0.149832231","87.248.114.12","196.42.104.243"
"1757710218.964622715","0.000620226","196.42.104.243","87.248.114.12"
"1757710219.020231255","0.000060802","196.42.104.243","87.248.114.12"
"1757710219.025197081","0.000102651","196.42.104.243","87.248.114.12"
"1757710219.027349766","0.000034615","196.42.104.243","87.248.114.12"
"1757710219.027413658","0.000098278","196.42.104.243","87.248.114.12"
"1757710219.033556584","0.000053021","196.42.104.243","87.248.114.12"
"1757710219.038489519","0.000035384","196.42.104.243","87.248.114.12"
"1757710219.045886808","0.000055125","196.42.104.243","87.248.114.12"
"1757710219.047338844","0.000253143","196.42.104.243","87.248.114.12"
"1757710219.048792940","0.000068470","196.42.104.243","87.248.114.12"
"1757710219.049087439","0.000362261","196.42.104.243","87.248.114.12"
"1757710219.080401658","0.000049062","196.42.104.243","87.248.114.12"
"1757710219.082671389","0.000057844","196.42.104.243","87.248.114.12"
"1757710219.084965798","0.000019832","196.42.104.243","87.248.114.12"
"1757710219.170224266","0.000051166","196.42.104.243","87.248.114.12"
"1757710219.171731472","0.000181132","196.42.104.243","87.248.114.12"
"1757710219.175216698","0.000052995","196.42.104.243","87.248.114.12"
"1757710219.179098530","0.000144697","196.42.104.243","87.248.114.12"
"1757710219.184908425","0.000052337","196.42.104.243","87.248.114.12"
"1757710219.185088769","0.000100875","196.42.104.243","87.248.114.12"
"1757710219.186914275","0.000046558","196.42.104.243","87.248.114.12"
"1757710219.186967431","0.000099374","196.42.104.243","87.248.114.12"
"1757710219.191356817","0.000203324","196.42.104.243","87.248.114.12"
"1757710219.196850241","0.000049603","196.42.104.243","87.248.114.12"
"1757710219.197002495","0.000055983","196.42.104.243","87.248.114.12"
"1757710219.203169519","0.000069773","196.42.104.243","87.248.114.12"
"1757710219.203429048","0.000162914","196.42.104.243","87.248.114.12"
"1757710219.208913564","0.000062755","196.42.104.243","87.248.114.12"
"1757710219.209085247","0.000139764","196.42.104.243","87.248.114.12"
"1757710219.214551635","0.000045833","196.42.104.243","87.248.114.12"
"1757710219.214681010","0.000023928","196.42.104.243","87.248.114.12"
"1757710219.232581569","0.000078611","196.42.104.243","87.248.114.12"
"1757710219.233356533","0.000041285","196.42.104.243","87.248.114.12"
"1757710219.235164029","0.000228257","196.42.104.243","87.248.114.12"
"1757710219.241001391","0.000083013","196.42.104.243","87.248.114.12"
"1757710219.241188454","0.000092303","196.42.104.243","87.248.114.12"
"1757710219.242737503","0.000117137","196.42.104.243","87.248.114.12"
"1757710219.322190873","0.000200779","196.42.104.243","87.248.114.12"
"1757710219.324388509","0.000055163","196.42.104.243","87.248.114.12"
"1757710219.324566394","0.000134228","196.42.104.243","87.248.114.12"
"1757710219.325802371","0.000044934","196.42.104.243","87.248.114.12"
"1757710219.335787095","0.000222135","196.42.104.243","87.248.114.12"
"1757710219.341258772","0.000171203","196.42.104.243","87.248.114.12"
"1757710219.346710462","0.000033658","196.42.104.243","87.248.114.12"
"1757710219.346886946","0.000098850","196.42.104.243","87.248.114.12"
"1757710219.353103803","0.000067478","196.42.104.243","87.248.114.12"
"1757710219.353376922","0.000224397","196.42.104.243","87.248.114.12"
"1757710219.359294627","0.000139533","196.42.104.243","87.248.114.12"
"1757710219.359606738","0.000138341","196.42.104.243","87.248.114.12"
"1757710219.365639998","0.000063692","196.42.104.243","87.248.114.12"
"1757710219.365791623","0.000214805","196.42.104.243","87.248.114.12"
"1757710219.371805065","0.000054295","196.42.104.243","87.248.114.12"
"1757710219.377445990","0.000056035","196.42.104.243","87.248.114.12"
"1757710219.377681987","0.000146188","196.42.104.243","87.248.114.12"
"1757710219.379708423","0.000039925","196.42.104.243","87.248.114.12"
"1757710219.379848298","0.000179660","196.42.104.243","87.248.114.12"
"1757710219.411352424","0.149420944","87.248.114.12","196.42.104.243"
"1757710219.412213693","0.149874181","87.248.114.12","196.42.104.243"
"1757710219.412356677","0.150326172","87.248.114.12","196.42.104.243"
"1757710219.412404564","0.000047887","196.42.104.243","87.248.114.12"
"1757710219.412526915","0.149496771","87.248.114.12","196.42.104.243"
"1757710219.413083118","0.150359147","87.248.114.12","196.42.104.243"
"1757710219.413116302","0.000033184","196.42.104.243","87.248.114.12"
"1757710219.413272816","0.150147332","87.248.114.12","196.42.104.243"
"1757710219.413318802","0.000045986","196.42.104.243","87.248.114.12"
"1757710219.414280099","0.149556522","87.248.114.12","196.42.104.243"
"1757710219.415679661","0.150368778","87.248.114.12","196.42.104.243"
"1757710219.415723514","0.002211267","87.248.114.12","196.42.104.243"
"1757710219.416140355","0.149969972","87.248.114.12","196.42.104.243"
"1757710219.416140403","0.149562975","87.248.114.12","196.42.104.243"
"1757710219.416277594","0.001914352","87.248.114.12","196.42.104.243"
"1757710219.416392430","0.001403136","87.248.114.12","196.42.104.243"
"1757710219.422492272","0.000159163","196.42.104.243","87.248.114.12"
"1757710219.426570851","0.000210706","196.42.104.243","87.248.114.12"
"1757710219.430953598","0.000045363","196.42.104.243","87.248.114.12"
"1757710219.437099160","0.000061366","196.42.104.243","87.248.114.12"
"1757710219.437262992","0.000224831","196.42.104.243","87.248.114.12"
"1757710219.442669825","0.000042274","196.42.104.243","87.248.114.12"
"1757710219.442813525","0.000049360","196.42.104.243","87.248.114.12"
"1757710219.448441886","0.000052969","196.42.104.243","87.248.114.12"
"1757710219.448599150","0.000122556","196.42.104.243","87.248.114.12"
"1757710219.540431830","0.000050026","196.42.104.243","87.248.114.12"
"1757710219.546566626","0.000042706","196.42.104.243","87.248.114.12"
"1757710219.551043691","0.000066728","196.42.104.243","87.248.114.12"
"1757710219.551265593","0.000288149","196.42.104.243","87.248.114.12"
"1757710219.616450519","0.212765269","87.248.114.12","196.42.104.243"
"1757710219.616507984","0.000057465","196.42.104.243","87.248.114.12"
"1757710219.616742947","0.000169282","196.42.104.243","87.248.114.12"
"1757710219.622639279","0.000054661","196.42.104.243","87.248.114.12"
"1757710219.622655332","0.000076432","196.42.104.243","87.248.114.12"
"1757710219.622670862","0.000029063","196.42.104.243","87.248.114.12"
"1757710219.622678783","0.000031516","196.42.104.243","87.248.114.12"
"1757710219.622685498","0.000105810","196.42.104.243","87.248.114.12"
"1757710219.622843416","0.000107455","196.42.104.243","87.248.114.12"
"1757710219.624802556","0.000036634","196.42.104.243","87.248.114.12"
"1757710219.626252198","0.001486040","196.42.104.243","87.248.114.12"
"1757710219.629210310","0.000051544","196.42.104.243","87.248.114.12"
"1757710219.630241570","0.000937202","196.42.104.243","87.248.114.12"
"1757710219.774756522","0.150637937","87.248.114.12","196.42.104.243"
"1757710219.775531984","0.000774877","196.42.104.243","87.248.114.12"
"1757710219.779118697","0.154125076","87.248.114.12","196.42.104.243"
"1757710219.779639944","0.000520988","196.42.104.243","87.248.114.12"
"1757710219.781171913","0.150143007","87.248.114.12","196.42.104.243"
"1757710219.782153838","0.000981627","196.42.104.243","87.248.114.12"
"1757710219.782250119","0.150016322","87.248.114.12","196.42.104.243"
"1757710219.782250049","0.149906565","87.248.114.12","196.42.104.243"
"1757710219.782250620","0.149946370","87.248.114.12","196.42.104.243"
"1757710219.782380022","0.000129504","196.42.104.243","87.248.114.12"
"1757710219.787228506","0.152376499","87.248.114.12","196.42.104.243"
"1757710219.818227162","0.030998656","196.42.104.243","87.248.114.12"
"1757710219.838742045","0.149347614","87.248.114.12","196.42.104.243"
"1757710219.840947297","0.000213786","196.42.104.243","87.248.114.12"
"1757710219.886705362","0.149409784","87.248.114.12","196.42.104.243"
"1757710219.893991886","0.154202428","87.248.114.12","196.42.104.243"
"1757710219.904127317","0.155784912","87.248.114.12","196.42.104.243"
"1757710219.904335262","0.000207945","196.42.104.243","87.248.114.12"
"1757710219.906278602","0.000183428","196.42.104.243","87.248.114.12"
"1757710219.923912197","0.151699265","87.248.114.12","196.42.104.243"
"1757710219.923960089","0.000047892","196.42.104.243","87.248.114.12"
"1757710219.930293299","0.000220464","196.42.104.243","87.248.114.12"
"1757710219.932982226","0.000043632","196.42.104.243","87.248.114.12"
"1757710219.933073542","0.154463424","87.248.114.12","196.42.104.243"
"1757710219.933120746","0.000061640","196.42.104.243","87.248.114.12"
"1757710219.935855316","0.000048811","196.42.104.243","87.248.114.12"
"1757710219.936935252","0.000033257","196.42.104.243","87.248.114.12"
"1757710219.938114879","0.000037274","196.42.104.243","87.248.114.12"
"1757710219.946190306","0.000041054","196.42.104.243","87.248.114.12"
"1757710219.954369527","0.000033086","196.42.104.243","87.248.114.12"
"1757710219.969887611","0.151660449","87.248.114.12","196.42.104.243"
"1757710219.970100947","0.000213336","196.42.104.243","87.248.114.12"
"1757710219.976060342","0.000030759","196.42.104.243","87.248.114.12"
"1757710219.998197556","0.000509679","196.42.104.243","87.248.114.12"
"1757710219.998813869","0.000040462","196.42.104.243","87.248.114.12"
"1757710220.010390361","0.000062749","196.42.104.243","87.248.114.12"
"1757710220.056303868","0.000175205","196.42.104.243","87.248.114.12"
"1757710220.056814482","0.000034062","196.42.104.243","87.248.114.12"
"1757710220.131842239","0.201198610","87.248.114.12","196.42.104.243"
"1757710220.132043466","0.000201227","196.42.104.243","87.248.114.12"
"1757710220.155013055","0.000034967","196.42.104.243","87.248.114.12"
"1757710220.156378915","0.000199895","196.42.104.243","87.248.114.12"
"1757710220.160446377","0.000167276","196.42.104.243","87.248.114.12"
"1757710220.161140044","0.000027051","196.42.104.243","87.248.114.12"
"1757710220.168221679","0.150050609","87.248.114.12","196.42.104.243"
"1757710220.168256020","0.000034341","196.42.104.243","87.248.114.12"
"1757710220.168782091","0.150159215","87.248.114.12","196.42.104.243"
"1757710220.170643920","0.001201786","87.248.114.12","196.42.104.243"
"1757710220.184262865","0.149462940","87.248.114.12","196.42.104.243"
"1757710220.199367872","0.164524748","87.248.114.12","196.42.104.243"
"1757710220.199403724","0.000035852","196.42.104.243","87.248.114.12"
"1757710220.225449272","0.150591197","87.248.114.12","196.42.104.243"
"1757710220.225664524","0.000215252","196.42.104.243","87.248.114.12"
"1757710220.230035346","0.154361299","87.248.114.12","196.42.104.243"
"1757710220.230156657","0.000121311","196.42.104.243","87.248.114.12"
"1757710220.231183099","0.154677474","87.248.114.12","196.42.104.243"
"1757710220.231221646","0.000038547","196.42.104.243","87.248.114.12"
"1757710220.240955535","0.000066316","196.42.104.243","87.248.114.12"
"1757710220.243398822","0.000157054","196.42.104.243","87.248.114.12"
"1757710220.245178196","0.000037679","196.42.104.243","87.248.114.12"
"1757710220.251553585","0.000194891","196.42.104.243","87.248.114.12"
"1757710220.254788279","0.000055710","196.42.104.243","87.248.114.12"
"1757710220.320951759","0.000029344","196.42.104.243","87.248.114.12"
"1757710220.472079286","0.150322228","87.248.114.12","196.42.104.243"
"1757710220.472079522","0.149732705","87.248.114.12","196.42.104.243"
"1757710220.472677130","0.000597592","196.42.104.243","87.248.114.12"
"1757710220.771233055","0.040277875","196.42.104.243","87.248.114.12"
"1757710221.606694200","0.149689019","87.248.114.12","196.42.104.243"
"1757710221.606732259","0.000038059","196.42.104.243","87.248.114.12"
"1757710221.607280867","0.149830958","87.248.114.12","196.42.104.243"
"1757710221.607878229","0.150244077","87.248.114.12","196.42.104.243"
"1757710221.607901427","0.000023198","196.42.104.243","87.248.114.12"
"1757710221.609160129","0.001341287","87.248.114.12","196.42.104.243"
"1757710221.610801388","0.001987341","87.248.114.12","196.42.104.243"
"1757710221.638299711","0.000013296","196.42.104.243","87.248.114.12"
"1757710221.674640205","0.150054825","87.248.114.11","196.42.104.243"
"1757710221.679654897","0.149617227","87.248.114.11","196.42.104.243"
"1757710221.687341572","0.152274752","87.248.114.11","196.42.104.243"
"1757710221.692323844","0.151989226","87.248.114.11","196.42.104.243"
"1757710221.698971297","0.151961653","87.248.114.11","196.42.104.243"
"1757710221.700585069","0.000041502","196.42.104.243","87.248.114.11"
"1757710221.707666164","0.000027399","196.42.104.243","87.248.114.11"
"1757710221.708707596","0.000030061","196.42.104.243","87.248.114.11"
"1757710221.715457777","0.000041110","196.42.104.243","87.248.114.11"
"1757710221.719020200","0.000032708","196.42.104.243","87.248.114.11"
"1757710221.759513918","0.000032093","196.42.104.243","87.248.114.12"
"1757710221.760540757","0.000023408","196.42.104.243","87.248.114.12"
"1757710221.761564776","0.000022166","196.42.104.243","87.248.114.12"
"1757710221.824090939","0.149428459","87.248.114.11","196.42.104.243"
"1757710221.849088311","0.000014161","196.42.104.243","87.248.114.11"
"1757710221.852617216","0.000016773","196.42.104.243","87.248.114.11"
"1757710221.910276311","0.149839184","87.248.114.12","196.42.104.243"
"1757710221.911027366","0.149895482","87.248.114.12","196.42.104.243"
"1757710221.913252913","0.002225486","196.42.104.243","87.248.114.12"
"1757710221.914563051","0.150391811","87.248.114.12","196.42.104.243"
"1757710221.914914483","0.150264099","87.248.114.12","196.42.104.243"
"1757710221.922683147","0.007768620","196.42.104.243","87.248.114.12"
"1757710222.082977434","0.149707249","87.248.114.11","196.42.104.243"
"1757710222.086956231","0.149490304","87.248.114.11","196.42.104.243"
"1757710222.091753868","0.149587353","87.248.114.11","196.42.104.243"
"1757710222.098332704","0.151804447","87.248.114.11","196.42.104.243"
"1757710222.100436103","0.149875680","87.248.114.11","196.42.104.243"
"1757710222.107020810","0.151362648","87.248.114.11","196.42.104.243"
"1757710222.109694522","0.000026927","196.42.104.243","87.248.114.11"
"1757710222.109715181","0.000002940","196.42.104.243","87.248.114.11"
"1757710222.114572642","0.152488474","87.248.114.11","196.42.104.243"
"1757710222.114615033","0.000042247","196.42.104.243","87.248.114.11"
"1757710222.117973892","0.151676337","87.248.114.11","196.42.104.243"
"1757710222.128924105","0.000028640","196.42.104.243","87.248.114.11"
"1757710222.135266621","0.000024071","196.42.104.243","87.248.114.11"
