frame.time_epoch,tcp.analysis.ack_rtt,ip.src,ip.dst
"1757710156.492958683","0.149737864","87.248.114.11","196.42.104.243"
"1757710156.493591736","0.000028979","196.42.104.243","87.248.114.11"
"1757710187.814753705","0.149526500","87.248.114.11","196.42.104.243"
"1757710187.814789950","0.000036245","196.42.104.243","87.248.114.11"
"1757710187.816749813","0.001099049","87.248.114.11","196.42.104.243"
"1757710187.967489668","0.000035283","196.42.104.243","87.248.114.11"
"1757710187.967506830","0.000052145","196.42.104.243","87.248.114.11"
"1757710187.968097121","0.000018533","196.42.104.243","87.248.114.11"
"1757710188.119302821","0.150180501","87.248.114.11","196.42.104.243"
"1757710188.119303056","0.149901604","87.248.114.11","196.42.104.243"
"1757710188.119850065","0.000546980","196.42.104.243","87.248.114.11"
"1757710188.320450980","0.200556482","87.248.114.11","196.42.104.243"
"1757710190.681117581","0.274026259","87.248.114.12","196.42.104.243"
"1757710190.888634621","0.000038649","196.42.104.243","87.248.114.12"
"1757710190.890764049","0.000049574","196.42.104.243","87.248.114.12"
"1757710190.890787691","0.000072806","196.42.104.243","87.248.114.12"
"1757710190.922050823","0.000046881","196.42.104.243","87.248.114.12"
"1757710190.922069395","0.000065050","196.42.104.243","87.248.114.12"
"1757710190.922075857","0.000071483","196.42.104.243","87.248.114.12"
"1757710191.038568088","0.000043259","196.42.104.243","87.248.114.12"
"1757710191.040691683","0.000034714","196.42.104.243","87.248.114.12"
"1757710191.041368867","0.000015520","196.42.104.243","87.248.114.12"
"1757710191.063462197","0.149267887","87.248.114.12","196.42.104.243"
"1757710191.071961571","0.000037998","196.42.104.243","87.248.114.12"
"1757710191.073580335","0.000041852","196.42.104.243","87.248.114.12"
"1757710191.073603389","0.000064797","196.42.104.243","87.248.114.12"
"1757710191.188661391","0.000035578","196.42.104.243","87.248.114.12"
"1757710191.190952506","0.000024094","196.42.104.243","87.248.114.12"
"1757710191.192554303","0.000023864","196.42.104.243","87.248.114.12"
"1757710191.192567811","0.000037239","196.42.104.243","87.248.114.12"
"1757710191.225109163","0.000041526","196.42.104.243","87.248.114.12"
"1757710191.225161488","0.000010817","196.42.104.243","87.248.114.12"
"1757710191.226666947","0.000028401","196.42.104.243","87.248.114.12"
"1757710191.338689223","0.000047085","196.42.104.243","87.248.114.12"
"1757710191.339400243","0.000030255","196.42.104.243","87.248.114.12"
"1757710191.342646537","0.000066403","196.42.104.243","87.248.114.12"
"1757710191.345501578","0.000046777","196.42.104.243","87.248.114.12"
"1757710191.345531327","0.000007940","196.42.104.243","87.248.114.12"
"1757710191.376523001","0.000051897","196.42.104.243","87.248.114.12"
"1757710191.380925874","0.000036662","196.42.104.243","87.248.114.12"
"1757710191.380986870","0.000013838","196.42.104.243","87.248.114.12"
"1757710191.383055378","0.000031716","196.42.104.243","87.248.114.12"
"1757710191.490398222","0.000080620","196.42.104.243","87.248.114.12"
"1757710191.490436559","0.000118492","196.42.104.243","87.248.114.12"
"1757710191.491170493","0.000046564","196.42.104.243","87.248.114.12"
"1757710191.495928550","0.000042411","196.42.104.243","87.248.114.12"
"1757710191.500860098","0.000047232","196.42.104.243","87.248.114.12"
"1757710191.500919104","0.000016261","196.42.104.243","87.248.114.12"
"1757710191.502072937","0.153220385","87.248.114.12","196.42.104.243"
"1757710191.502109264","0.000036552","196.42.104.243","87.248.114.12"
"1757710191.503611128","0.149535581","87.248.114.12","196.42.104.243"
"1757710191.503646508","0.001573571","196.42.104.243","87.248.114.12"
"1757710191.504966515","0.149696557","87.248.114.12","196.42.104.243"
"1757710191.509042842","0.150081427","87.248.114.12","196.42.104.243"
"1757710191.526316421","0.000048534","196.42.104.243","87.248.114.12"
"1757710191.527438017","0.000032639","196.42.104.243","87.248.114.12"
"1757710191.532880864","0.000043324","196.42.104.243","87.248.114.12"
"1757710191.536800311","0.000046719","196.42.104.243","87.248.114.12"
"1757710191.536855662","0.000013572","196.42.104.243","87.248.114.12"
"1757710191.543105956","0.000041634","196.42.104.243","87.248.114.12"
"1757710191.543146381","0.000009657","196.42.104.243","87.248.114.12"
"1757710191.543199987","0.000014063","196.42.104.243","87.248.114.12"
"1757710191.545807341","0.000059467","196.42.104.243","87.248.114.12"
"1757710191.550886841","0.149885577","87.248.114.11","196.42.104.243"
"1757710191.550956383","0.000069542","196.42.104.243","87.248.114.11"
"1757710191.552923160","0.000976651","87.248.114.11","196.42.104.243"
"1757710191.641161585","0.000047635","196.42.104.243","87.248.114.12"
"1757710191.645077317","0.000047863","196.42.104.243","87.248.114.12"
"1757710191.645134102","0.000104449","196.42.104.243","87.248.114.12"
"1757710191.646945278","0.000048206","196.42.104.243","87.248.114.12"
"1757710191.648308306","0.000059128","196.42.104.243","87.248.114.12"
"1757710191.648411804","0.000162221","196.42.104.243","87.248.114.12"
"1757710191.653362280","0.000135901","196.42.104.243","87.248.114.12"
"1757710191.655863079","0.000037488","196.42.104.243","87.248.114.12"
"1757710191.655883495","0.152236987","87.248.114.12","196.42.104.243"
"1757710191.656737282","0.000038112","196.42.104.243","87.248.114.12"
"1757710191.671336353","0.149227351","87.248.114.12","196.42.104.243"
"1757710191.690167270","0.000053516","196.42.104.243","87.248.114.12"
"1757710191.690189771","0.000075710","196.42.104.243","87.248.114.12"
"1757710191.690195861","0.000081770","196.42.104.243","87.248.114.12"
"1757710191.696393638","0.000042811","196.42.104.243","87.248.114.12"
"1757710191.696485156","0.000017237","196.42.104.243","87.248.114.12"
"1757710191.702132622","0.000061860","196.42.104.243","87.248.114.12"
"1757710191.702228963","0.000028281","196.42.104.243","87.248.114.12"
"1757710191.707350646","0.000063410","196.42.104.243","87.248.114.12"
"1757710191.707422084","0.000016642","196.42.104.243","87.248.114.12"
"1757710191.707450538","0.168140305","87.248.114.12","196.42.104.243"
"1757710191.707467999","0.000017461","196.42.104.243","87.248.114.12"
"1757710191.713163326","0.000053179","196.42.104.243","87.248.114.11"
"1757710191.713188211","0.000077494","196.42.104.243","87.248.114.11"
"1757710191.713231319","0.000039982","196.42.104.243","87.248.114.12"
"1757710191.713244869","0.000053389","196.42.104.243","87.248.114.12"
"1757710191.713252858","0.000061310","196.42.104.243","87.248.114.12"
"1757710191.718875009","0.000038773","196.42.104.243","87.248.114.12"
"1757710191.718977096","0.000021938","196.42.104.243","87.248.114.12"
"1757710191.723298328","0.000070274","196.42.104.243","87.248.114.12"
"1757710191.723370180","0.000015113","196.42.104.243","87.248.114.12"
"1757710191.723379310","0.000024196","196.42.104.243","87.248.114.12"
"1757710191.723415015","0.000027942","196.42.104.243","87.248.114.12"
"1757710191.724693408","0.150976340","87.248.114.12","196.42.104.243"
"1757710191.735341131","0.157318156","87.248.114.12","196.42.104.243"
"1757710191.791830045","0.000045706","196.42.104.243","87.248.114.12"
"1757710191.795097672","0.000035049","196.42.104.243","87.248.114.12"
"1757710191.801367644","0.000147568","196.42.104.243","87.248.114.12"
"1757710191.801420378","0.000084530","196.42.104.243","87.248.114.12"
"1757710191.806201178","0.000049322","196.42.104.243","87.248.114.12"
"1757710191.806300788","0.000030693","196.42.104.243","87.248.114.12"
"1757710191.812673548","0.000048553","196.42.104.243","87.248.114.12"
"1757710191.812749986","0.156854512","87.248.114.12","196.42.104.243"
"1757710191.812774685","0.000024699","196.42.104.243","87.248.114.12"
"1757710191.815529384","0.000055303","196.42.104.243","87.248.114.12"
"1757710191.815640052","0.000057805","196.42.104.243","87.248.114.12"
"1757710191.840450379","0.000046134","196.42.104.243","87.248.114.12"
"1757710191.842595963","0.000148533","196.42.104.243","87.248.114.12"
"1757710191.852931084","0.000178770","196.42.104.243","87.248.114.12"
"1757710191.853293735","0.000028808","196.42.104.243","87.248.114.12"
"1757710191.868870836","0.150338590","87.248.114.11","196.42.104.243"
"1757710191.869477267","0.000605979","196.42.104.243","87.248.114.11"
"1757710191.869693765","0.000204585","196.42.104.243","87.248.114.11"
"1757710191.994828538","0.151252383","87.248.114.12","196.42.104.243"
"1757710192.025545099","0.149891513","87.248.114.12","196.42.104.243"
"1757710192.025576805","0.030748267","196.42.104.243","87.248.114.12"
"1757710192.034005866","0.150368036","87.248.114.12","196.42.104.243"
"1757710192.034150057","0.000143812","196.42.104.243","87.248.114.12"
"1757710192.039283240","0.154368219","87.248.114.12","196.42.104.243"
"1757710192.039336598","0.000053358","196.42.104.243","87.248.114.12"
"1757710192.039419096","0.000135373","196.42.104.243","87.248.114.12"
"1757710192.046033456","0.150298975","87.248.114.12","196.42.104.243"
"1757710192.046068102","0.000034646","196.42.104.243","87.248.114.12"
"1757710192.046830887","0.000797164","196.42.104.243","87.248.114.12"
"1757710192.051872372","0.155863555","87.248.114.12","196.42.104.243"
"1757710192.051916689","0.000044640","196.42.104.243","87.248.114.12"
"1757710192.052008141","0.000033023","196.42.104.243","87.248.114.12"
"1757710192.057962033","0.000044332","196.42.104.243","87.248.114.12"
"1757710192.058117540","0.000099476","196.42.104.243","87.248.114.12"
"1757710192.063760301","0.000031688","196.42.104.243","87.248.114.12"
"1757710192.063875084","0.000059478","196.42.104.243","87.248.114.12"
"1757710192.063949591","0.000091751","196.42.104.243","87.248.114.12"
"1757710192.069950492","0.000127125","196.42.104.243","87.248.114.12"
"1757710192.076146507","0.000078514","196.42.104.243","87.248.114.12"
"1757710192.082302630","0.000057213","196.42.104.243","87.248.114.12"
"1757710192.082375273","0.171102417","87.248.114.12","196.42.104.243"
"1757710192.082375323","0.165439131","87.248.114.12","196.42.104.243"
"1757710192.082911372","0.153931035","87.248.114.12","196.42.104.243"
"1757710192.082911512","0.152071074","87.248.114.12","196.42.104.243"
"1757710192.084456086","0.001544574","196.42.104.243","87.248.114.12"
"1757710192.087396502","0.002809429","196.42.104.243","87.248.114.12"
"1757710192.136401374","0.149558412","87.248.114.12","196.42.104.243"
"1757710192.201527384","0.027168652","196.42.104.243","87.248.114.12"
"1757710192.352997127","0.149973001","87.248.114.12","196.42.104.243"
"1757710192.355225815","0.000135508","196.42.104.243","87.248.114.12"
"1757710192.356441496","0.000077334","196.42.104.243","87.248.114.12"
"1757710192.388083879","0.000136049","196.42.104.243","87.248.114.12"
"1757710192.390118781","0.000109579","196.42.104.243","87.248.114.12"
"1757710192.393225648","0.153292345","87.248.114.12","196.42.104.243"
"1757710192.393278389","0.000052531","196.42.104.243","87.248.114.12"
"1757710192.395230809","0.152135775","87.248.114.12","196.42.104.243"
"1757710192.396334671","0.000033041","196.42.104.243","87.248.114.12"
"1757710192.399857831","0.000140181","196.42.104.243","87.248.114.12"
"1757710192.401936977","0.000027525","196.42.104.243","87.248.114.12"
"1757710192.401982273","0.000025040","196.42.104.243","87.248.114.12"
"1757710192.404609257","0.000016740","196.42.104.243","87.248.114.12"
"1757710192.408385060","0.000099471","196.42.104.243","87.248.114.12"
"1757710192.414084504","0.000042113","196.42.104.243","87.248.114.12"
"1757710192.612097747","0.198013243","87.248.114.12","196.42.104.243"
"1757710192.612375625","0.000277878","196.42.104.243","87.248.114.12"
"1757710192.617662860","0.185373430","87.248.114.12","196.42.104.243"
"1757710192.617713877","0.000051265","196.42.104.243","87.248.114.12"
"1757710192.617914185","0.000153024","196.42.104.243","87.248.114.12"
"1757710192.647766229","0.000031093","196.42.104.243","87.248.114.12"
"1757710192.659419163","0.000066911","196.42.104.243","87.248.114.12"
"1757710192.659552313","0.000098437","196.42.104.243","87.248.114.12"
"1757710192.706188131","0.160015620","87.248.114.12","196.42.104.243"
"1757710192.706188651","0.159944673","87.248.114.12","196.42.104.243"
"1757710192.706712030","0.160308928","87.248.114.12","196.42.104.243"
"1757710192.706721479","0.160405827","87.248.114.12","196.42.104.243"
"1757710192.706751939","0.000039909","196.42.104.243","87.248.114.12"
"1757710192.706766383","0.000044904","196.42.104.243","87.248.114.12"
"1757710192.708993003","0.001250678","87.248.114.12","196.42.104.243"
"1757710192.709462722","0.001118111","87.248.114.12","196.42.104.243"
"1757710192.739341876","0.192758687","87.248.114.12","196.42.104.243"
"1757710192.739509914","0.000168038","196.42.104.243","87.248.114.12"
"1757710192.785580969","0.155179075","87.248.114.12","196.42.104.243"
"1757710192.785614303","0.000033334","196.42.104.243","87.248.114.12"
"1757710192.787838389","0.001477345","87.248.114.12","196.42.104.243"
"1757710192.802830369","0.159522592","87.248.114.12","196.42.104.243"
"1757710192.802877246","0.000046877","196.42.104.243","87.248.114.12"
"1757710192.804980109","0.001378102","87.248.114.12","196.42.104.243"
"1757710192.823731888","0.159060914","87.248.114.12","196.42.104.243"
"1757710192.823900118","0.000168230","196.42.104.243","87.248.114.12"
"1757710192.843926568","0.153624043","87.248.114.12","196.42.104.243"
"1757710192.844062550","0.000135982","196.42.104.243","87.248.114.12"
"1757710192.847160325","0.152664999","87.248.114.12","196.42.104.243"
"1757710192.847180676","0.000020351","196.42.104.243","87.248.114.12"
"1757710192.848555948","0.000020469","196.42.104.243","87.248.114.12"
"1757710192.859174071","0.000019397","196.42.104.243","87.248.114.12"
"1757710192.860843260","0.000013114","196.42.104.243","87.248.114.12"
"1757710192.860917427","0.000017354","196.42.104.243","87.248.114.12"
"1757710192.860931849","0.000031656","196.42.104.243","87.248.114.12"
"1757710192.939355321","0.000035260","196.42.104.243","87.248.114.12"
"1757710192.939369148","0.000048485","196.42.104.243","87.248.114.12"
"1757710192.955509137","0.000040212","196.42.104.243","87.248.114.12"
"1757710192.955528639","0.000059311","196.42.104.243","87.248.114.12"
"1757710192.975671215","0.149374340","87.248.114.12","196.42.104.243"
"1757710193.013641082","0.150682058","87.248.114.12","196.42.104.243"
"1757710193.013642180","0.150881156","87.248.114.12","196.42.104.243"
"1757710193.013641330","0.150324304","87.248.114.12","196.42.104.243"
"1757710193.013642391","0.150350144","87.248.114.12","196.42.104.243"
"1757710193.014232534","0.000590112","196.42.104.243","87.248.114.12"
"1757710193.014512904","0.000871544","196.42.104.243","87.248.114.12"
"1757710193.091344366","0.150493981","87.248.114.12","196.42.104.243"
"1757710193.091344551","0.149902921","87.248.114.12","196.42.104.243"
"1757710193.091344568","0.149873738","87.248.114.12","196.42.104.243"
