1713016806.592874000	41.169.98.17	10.30.222.137	1519192	1
1713016806.691346000	10.30.222.137	8.219.89.234	0	1
1713016806.717149000	41.169.98.17	10.30.238.198	1	1
1713016806.729911000	41.169.98.17	10.30.222.137	1604957	1
1713016806.741416000	102.132.115.163	10.30.228.173	28981	1
1713016806.748725000	41.169.98.17	10.30.222.137	1638077	1
1713016806.777090000	41.169.98.17	10.30.222.137	1665677	1
1713016806.799560000	41.169.98.17	10.30.222.137	1671197	1
1713016806.800326000	41.169.98.17	10.30.222.137	1610477	1
1713016806.805747000	41.169.98.17	10.30.222.137	1676717	1
1713016806.806479000	41.169.98.17	10.30.222.137	1689137	1
1713016806.806593000	41.169.98.17	10.30.222.137	1690517	1
1713016806.809601000	41.169.98.17	10.30.222.137	1691897	1
1713016806.809740000	41.169.98.17	10.30.222.137	1693277	1
1713016807.010756000	10.30.222.137	8.219.89.234	0	1
1713016807.176411000	10.30.222.137	8.219.89.234	0	1
1713016807.180271000	41.169.98.17	10.30.222.137	1835586	1
1713016807.181781000	41.169.98.17	10.30.222.137	1838346	1
1713016807.183217000	41.169.98.17	10.30.222.137	1841106	1
1713016807.184746000	41.169.98.17	10.30.222.137	1843866	1
1713016807.186257000	41.169.98.17	10.30.222.137	1852146	1
1713016807.208158000	10.30.224.195	54.145.235.181	0	1
1713016807.233643000	41.169.98.17	10.30.222.137	1900446	1
1713016807.234090000	41.169.98.17	10.30.222.137	1901826	1
1713016807.234415000	41.169.98.17	10.30.222.137	1903206	1
1713016807.234728000	41.169.98.17	10.30.222.137	1904586	1
1713016807.251175000	41.169.98.17	10.30.222.137	1914246	1
1713016807.251571000	41.169.98.17	10.30.222.137	1915626	1
1713016807.381720000	41.169.98.17	10.30.222.137	1984894	1
1713016807.383159000	41.169.98.17	10.30.222.137	1986274	1
1713016807.390540000	41.169.98.17	10.30.222.137	2001454	1
1713016807.391930000	41.169.98.17	10.30.222.137	2004214	1
1713016807.403153000	41.169.98.17	10.30.222.137	2018014	1
1713016807.435846000	41.169.98.17	10.30.222.137	1987654	1
1713016807.437319000	41.169.98.17	10.30.222.137	2051134	1
1713016807.447103000	41.169.98.17	10.30.222.137	2058034	1
1713016807.447370000	41.169.98.17	10.30.222.137	2059414	1
1713016807.459165000	41.169.98.17	10.30.222.137	2062174	1
1713016807.459962000	41.169.98.17	10.30.222.137	2063554	1
1713016807.460423000	41.169.98.17	10.30.222.137	2064934	1
1713016807.462088000	41.169.98.17	10.30.222.137	2066314	1
1713016807.464568000	41.169.98.17	10.30.222.137	2069074	1
1713016807.468094000	41.169.98.17	10.30.222.137	2073214	1
1713016807.468653000	41.169.98.17	10.30.222.137	2075974	1
1713016807.469835000	41.169.98.17	10.30.222.137	2077354	1
1713016807.470084000	41.169.98.17	10.30.222.137	2078734	1
1713016807.472142000	41.169.98.17	10.30.222.137	2081494	1
1713016807.530605000	41.169.98.17	10.30.222.137	2067694	1
1713016807.531999000	41.169.98.17	10.30.222.137	2070454	1
1713016807.535358000	10.30.228.173	102.132.115.163	1	1
1713016807.605382000	41.169.98.17	10.30.222.137	2149273	1
1713016807.844783000	41.169.98.17	10.30.222.137	2278378	1
1713016807.845381000	41.169.98.17	10.30.222.137	2282518	1
1713016807.845630000	41.169.98.17	10.30.222.137	2283898	1
1713016807.847829000	41.169.98.17	10.30.222.137	2289418	1
1713016807.848852000	41.169.98.17	10.30.222.137	2294938	1
1713016807.850325000	41.169.98.17	10.30.222.137	2300458	1
1713016807.869009000	41.169.98.17	10.30.222.137	2308738	1
1713016807.869967000	41.169.98.17	10.30.222.137	2310118	1
1713016807.873044000	41.169.98.17	10.30.222.137	2311925	1
1713016807.873248000	41.169.98.17	10.30.222.137	2313305	1
1713016807.875830000	41.169.98.17	10.30.222.137	2316065	1
1713016807.877779000	41.169.98.17	10.30.222.137	2328485	1
1713016807.878000000	41.169.98.17	10.30.222.137	2329865	1
1713016807.881229000	41.169.98.17	10.30.222.137	2349185	1
1713016807.896217000	102.132.104.21	10.30.222.137	7712	1
1713016807.920269000	41.169.98.17	10.30.222.137	2301838	1
1713016807.920569000	41.169.98.17	10.30.222.137	2303218	1
1713016808.025811000	102.132.115.163	10.30.228.173	8334	1
1713016808.037534000	102.132.115.163	10.30.228.173	9737	1
1713016808.050617000	102.132.115.163	10.30.228.173	9194	1
1713016808.088698000	102.132.115.163	10.30.228.173	176997	1
1713016808.173185000	102.132.115.163	10.30.228.173	51061	1
1713016808.222201000	10.30.222.137	23.237.60.122	1	1
1713016808.260550000	94.140.15.15	10.30.235.42	1	1
1713016808.405775000	102.132.115.163	10.30.228.173	212877	1
1713016808.411893000	10.30.228.173	47.254.148.195	0	1
1713016808.412589000	102.132.115.163	10.30.228.173	55201	1
1713016808.413275000	102.132.115.163	10.30.228.173	214257	1
1713016808.422159000	102.132.115.163	10.30.228.173	217017	1
1713016808.455109000	10.30.244.228	223.119.40.19	0	1
1713016808.471255000	102.132.115.163	10.30.228.173	219777	1
1713016808.528806000	10.30.222.137	23.237.60.122	1	1
1713016808.573595000	102.132.115.163	10.30.228.173	237717	1
1713016808.573862000	47.254.148.195	10.30.228.173	0	1
1713016808.606453000	102.132.115.163	10.30.228.173	244617	1
1713016808.663176000	10.30.222.137	23.237.60.122	1	1
1713016808.758848000	102.132.115.163	10.30.228.173	259797	1
1713016808.961912000	102.132.115.163	10.30.228.173	69001	1
